Fra Station:,Aalborg,Aalborg Lufthavn,Aalborg Vestby,Aarhus H,Aarup,Albertslund,Alken,Allerød,Arden,Aulum,Avedøre,Bagsværd,Ballerup,Bedsted Thy,Bernstorffsvej,Birk Centerpark,Birkerød,Bispebjerg,Bjerringbro,Bording,Borris,Borup,Bramming,Brande,Bred,Bredebro,Brejning,Brøndby Strand,Brøndbyøster,Brønderslev,Brøns,Brørup,Buddinge,Bur,Børkop,Carlsberg,Charlottenlund,Danshøj,Dybbølsbro,Dyssegård,Døstrup Sdj,Egedal,Ejby,Emdrup,Engesvang,Esbjerg,Eskilstrup,Espergærde,Farum,Favrholm Station,Flintholm,Fredericia,Frederikshavn,Frederikssund,Friheden,Fruens Bøge,Fuglebakken,Gadstrup,Gelsted,Gentofte,Give,Gjesing,Glostrup,Glumsø,Gredstedbro,Greve,Gråsten,Grøndal,Guldager,Gårde,Gødstrup,Gørding,Hadsten,Hammerum,Hareskov,Haslev,Havdrup,Hedehusene,Hedensted,Hee,Hellerup,Helsingør,Herfølge,Herlev,Herning,Herning Messecenter,Hillerød,Hinnerup,Hjallese,Hjerm,Hjørring,Hjørring Øst,Hobro,Holbæk,Holme-Olstrup,Holmstrup,Holstebro,Holsted,Holte,Horsens,Humlebæk,Humlum,Hundige,Hurup Thy,Husum,Hvalsø,Hvidbjerg,Hviding,Hvidovre,Højby,Høje Taastrup,Højslev,Hørdum,Hørning,Høvelte,Ikast,Ishøj,Islev,Jelling,Jerne,Jersie,Jyderup,Jyllingevej,Jægersborg,KB Hallen,Kalundborg,Kalundborg Øst,Karlslunde,Kauslunde,Kibæk,Kildebakke,Kildedal,Klampenborg,Kliplev,Knabstrup,Kokkedal,Kolding,Korsør,Kvissel,Kværndrup,København H,København Syd (Ny Ellebjerg),"Københavns Lufthavn, Kastrup",Køge,Køge Nord,Langeskov,Langgade,Langå,Laven,Lejre,Lem,Lille Skensved,Lindholm,Lundby,Lunderskov,Lyngby,Lyngs,Malmparken,Middelfart,Måløv,Mørkøv,Nivå,Nordhavn,Nyborg,Nykøbing F,Næstved,Næstved Nord,Nørre Aaby,Nørre Alslev,Nørrebro,Nørreport,Oddesund Nord,Odense,Odense Sygehus,Ordrup,Padborg,Pederstrup,Peter Bangs Vej,Randers,Regstrup,Rejsby,Ribe,Ribe Nørremark,Ringe,Ringkøbing,Ringsted,Roskilde,Roskilde Festivalsplads,Rudme,Rungsted Kyst,Ry,Ryparken,Rødekro,Rødkærsbro,Rødovre,Sejstrup,Sig,Silkeborg,Sindal,Sjælør,Sjørring,Skalbjerg,Skalborg,Skanderborg,Skive,Skjern,Skodsborg,Skovbrynet,Skovlunde,Skærbæk,Skørping,Slagelse,Snedsted,Snekkersten,Solrød Strand,Sorgenfri,Sorø,Spangsbjerg,Sparkær,Stengården,Stenløse,Stenstrup,Stenstrup Syd,Stoholm,Struer,Studsgård,Støvring,Svanemøllen,Svebølle,Svejbæk,Svendborg,Svendborg Vest,Svenstrup,Sydhavn,Sønderborg,Taastrup,Tarm,Taulov,Thisted,Thyregod,Tim,Tinglev,Tistrup,Tjæreborg,Tolne,Tommerup,Trekroner,Troldhede,Tureby,Tårnby,Tølløse,Tønder,Tønder Nord,Uglev,Ulfborg,Ulstrup,Valby,Vallensbæk,Vamdrup,Vangede,Vanløse,Varde,Varde Kaserne,Varde Nord,Vedbæk,Vejen,Vejle,Vejle Sygehus,Veksø,Vemb,Vesterport,Viborg,Viby J,Viby Sj,Vigerslev Allé,Vildbjerg,Vinderup,Vinge,Vipperød,Virum,Visby,Vojens,Vordingborg,Vrå,Værløse,Ydby,Ålholm,Åmarken,Årslev,Ølby,Ølgod,Ølstykke,Ørestad,Østerport
Studsgård,5,0,0,69,0,0,0,1,0,-1,0,50,0,0,0,-1,0,0,0,-1,-1,0,2,-1,0,0,0,0,0,0,0,0,0,-1,0,5,0,0,0,0,0,0,0,0,-1,49,0,0,0,0,0,7,4,0,0,0,0,0,0,0,-1,12,0,0,1,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,1,-1,0,0,0,0,-1,-1,1,0,0,-1,0,0,4,0,0,0,-1,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,2,2,0,-1,0,0,-1,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,23,0,5,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,-1,0,5,0,0,0,14,0,5,-1,0,0,5,-1,0,0,0,0,0,4,0,-1,1,0,0,0,0,0,0,0,0,0,0,13,-1,0,0,0,0,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,10,0,5,0,0,51,0,0,-1,0,-1,2,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
Støvring,-1,-1,-1,6260,4,3,4,0,-1,2,0,0,0,0,0,0,1,0,108,53,0,1,19,49,0,1,8,0,0,-1,0,4,0,0,2,0,7,0,0,0,0,0,1,0,8,133,0,3,1,0,1,184,559,0,0,0,0,0,3,0,8,0,7,0,0,0,13,0,0,0,4,0,289,70,0,0,0,2,8,0,40,8,6,1,153,0,24,33,0,0,1755,56,-1,16,0,0,89,1,0,275,2,0,0,5,3,2,6,0,0,0,54,24,0,22,0,34,3,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,10,3,0,3,112,30,31,4,1588,80,175,22,47,5,0,324,4,0,0,0,-1,3,3,4,0,0,81,0,0,0,8,51,46,18,0,6,1,0,27,0,385,0,13,9,0,0,-1,0,0,2,0,4,7,104,127,0,0,2,63,10,39,8,0,0,0,177,242,3,11,0,-1,274,317,32,5,0,0,0,-1,126,0,2,0,0,11,1,10,0,0,4,0,46,136,0,-1,7,0,7,0,13,-1,3,33,0,5,3,1,0,0,6,0,0,12,3,3,0,0,14,6,0,0,4,0,73,40,0,17,0,9,12,0,0,0,23,573,0,0,0,0,244,8,8,3,10,26,0,22,0,0,20,2,350,0,0,0,0,0,0,0,0,28,7
Svanemøllen,155,10,3,1360,21,-1,4,-1,3,0,-1,-1,-1,46,-1,2,-1,-1,12,3,4,-1,24,31,0,0,24,-1,-1,1,0,0,-1,0,3,-1,-1,-1,-1,-1,0,-1,33,-1,0,281,35,-1,-1,-1,-1,576,32,-1,-1,10,-1,-1,7,-1,1,0,-1,136,0,-1,2,-1,0,0,6,0,202,0,-1,1469,-1,-1,4,0,-1,-1,-1,-1,158,1,-1,23,27,1,11,0,28,5013,90,0,52,0,-1,391,-1,0,-1,5,-1,-1,4,1,-1,10,-1,9,1,21,-1,9,-1,-1,22,0,-1,254,-1,-1,-1,596,294,-1,0,0,-1,-1,-1,1,52,-1,707,396,0,36,-1,-1,-1,-1,-1,47,-1,8,0,-1,0,-1,7,84,26,-1,0,-1,394,-1,124,-1,-1,3782,1064,5060,44,7,44,-1,-1,0,4067,43,-1,1,0,-1,91,71,0,13,1,30,4,2721,-1,-1,0,-1,25,-1,105,1,-1,4,0,193,3,-1,4,0,0,438,29,16,-1,-1,-1,8,7,2818,2,-1,-1,-1,2805,0,0,-1,-1,3,0,6,23,0,7,-1,64,10,143,43,0,-1,67,-1,1,3,36,2,0,29,7,1,3,91,-1,4,-1,-1,894,0,0,1,0,2,-1,-1,10,-1,-1,45,16,4,-1,68,458,1,-1,0,-1,49,15,-1,-1,13,21,-1,193,-1,1,42,867,0,-1,0,-1,-1,5,-1,2,-1,-1,-1
Svebølle,10,0,0,22,0,116,0,14,0,0,40,13,6,0,1,0,44,5,0,0,0,-1,0,4,0,0,0,8,61,0,0,0,90,0,0,41,8,7,86,2,0,1,0,15,0,3,1,2,42,0,44,2,0,17,17,0,2,5,0,7,5,0,280,-1,0,7,1,2,0,0,0,0,0,0,0,2,7,171,0,0,115,23,0,45,1,0,60,0,0,0,0,0,7,-1,15,0,1,0,21,6,13,0,3,0,30,-1,0,0,20,0,1010,0,0,0,0,0,5,9,0,0,10,-1,4,85,6,-1,-1,3,0,0,22,0,79,0,-1,18,8,-1,0,0,5996,23,456,95,0,0,0,1,0,-1,0,3,2,7,0,141,0,4,0,9,-1,1,67,-1,32,55,0,0,0,6,829,0,108,0,10,0,0,74,2,-1,0,0,0,4,0,-1,-1,-1,0,0,0,27,1,0,92,0,0,0,0,62,0,0,0,6,0,0,0,3,14,4,0,-1,0,1,10,22,-1,0,0,22,3,0,0,0,2,0,0,64,-1,0,0,0,0,61,1,217,0,0,0,0,0,0,0,0,0,6,1064,0,0,35,-1,0,0,0,0,0,492,9,0,10,50,0,0,0,6,0,19,0,0,0,32,0,0,-1,0,0,0,0,-1,28,0,0,43,0,15,0,2,6,33,29,0,0,142,207
Svejbæk,420,0,20,-1,11,0,-1,5,0,13,1,4,6,0,0,-1,1,4,-1,-1,0,0,4,-1,0,0,18,0,0,13,0,5,1,0,5,14,1,1,15,4,0,0,4,3,-1,34,0,5,5,0,5,228,9,6,0,3,0,0,1,0,-1,0,0,0,0,1,6,0,0,0,-1,0,-1,-1,5,0,0,0,-1,248,23,0,0,4,-1,-1,17,-1,10,0,29,0,94,6,0,1,123,0,9,-1,0,2,0,5,1,0,1,0,0,0,17,0,0,-1,0,-1,0,0,-1,0,4,0,1,3,0,0,0,0,0,-1,0,0,1,0,0,8,73,20,0,0,854,1,62,6,2,1,4,-1,-1,0,0,0,13,0,17,46,0,10,76,5,0,2,54,51,0,2,0,4,0,4,38,0,174,4,7,0,0,0,-1,0,0,7,2,4,2,34,50,0,0,6,-1,9,21,-1,9,0,3,-1,0,0,0,1,7,-1,11,36,1,0,0,0,10,35,0,0,1,10,5,8,-1,2,0,0,0,-1,45,-1,7,10,0,-1,10,1,2,6,25,0,7,0,9,-1,1,9,0,0,0,7,1,0,0,1,0,2,0,1,0,-1,17,0,0,0,0,26,0,3,0,29,-1,-1,2,5,4,-1,-1,0,0,5,0,0,4,1,0,7,4,13,1,0,0,4,0,0,4,0,18,25
Svendborg,867,27,31,4071,415,70,27,125,4,6,12,37,47,0,21,4,67,4,76,23,0,19,139,94,-1,7,47,8,63,43,0,37,70,0,77,83,65,62,79,43,1,31,696,65,10,810,6,102,53,6,84,1971,91,45,44,-1,20,4,207,73,39,5,84,4,0,12,84,29,5,2,6,0,43,5,47,0,10,10,27,14,285,333,0,91,221,0,383,65,-1,2,129,0,157,71,4,-1,101,10,126,827,103,5,1,8,100,19,1,3,34,-1,173,7,0,12,4,42,13,39,99,2,8,6,21,41,11,8,0,7,10,4,42,0,51,4,0,158,2540,-1,8,-1,8343,167,1053,76,124,-1,26,24,5,33,4,4,50,0,145,197,0,13,2987,43,4,31,248,-1,125,421,0,690,4,27,681,0,-1,-1,70,10,-1,30,269,0,9,94,8,-1,15,555,697,0,-1,98,121,52,112,4,95,0,1,274,16,97,7,-1,6,784,129,38,25,19,13,18,19,943,5,41,7,79,346,1,4,105,55,-1,-1,7,57,0,0,143,0,10,-1,-1,4,65,131,15,25,4,53,4,0,49,10,4,0,-1,87,0,0,54,100,13,9,1,5,3,303,19,71,38,104,111,28,3,19,228,1626,4,4,3,31,204,125,6,4,13,8,0,10,61,0,222,148,8,79,0,4,26,-1,16,10,38,78,376
Svendborg Vest,421,54,0,1946,-1,49,1,53,0,0,1,10,31,0,24,2,23,7,14,2,0,0,99,10,-1,5,4,4,8,16,0,44,20,0,17,41,3,44,31,8,0,0,81,77,1,310,0,17,12,0,41,649,44,34,7,-1,6,0,85,18,4,0,36,4,1,5,33,4,1,4,4,4,15,5,13,0,0,0,31,0,66,144,0,90,85,0,163,8,-1,0,14,0,62,61,0,-1,21,6,68,738,19,0,19,25,4,6,4,0,23,-1,84,4,2,0,0,4,7,12,37,0,0,4,15,32,5,0,0,0,0,1,17,0,10,0,0,29,976,-1,0,-1,3354,54,630,36,70,-1,27,4,4,4,0,0,35,4,33,102,0,6,1014,7,4,6,64,-1,40,81,0,160,4,18,550,0,-1,-1,25,6,-1,14,129,0,0,20,5,-1,2,383,233,0,-1,10,46,19,74,1,20,0,0,125,14,16,25,-1,0,393,27,56,112,0,10,0,27,509,0,13,0,7,57,0,0,9,4,-1,-1,0,64,0,13,43,0,1,-1,-1,0,21,54,1,0,6,36,4,0,17,0,4,0,-1,19,2,0,14,4,0,3,0,0,2,114,6,27,18,17,14,10,4,4,77,789,2,4,1,18,76,24,0,4,0,1,0,4,20,0,168,27,4,14,0,10,20,-1,0,11,27,31,147
Svenstrup,-1,-1,-1,4834,2,10,0,0,-1,2,3,0,3,1,0,0,0,0,86,0,0,0,36,13,0,0,7,0,0,-1,0,6,0,0,5,0,3,0,3,0,0,0,1,0,0,108,0,1,0,0,0,87,260,3,0,0,0,0,0,0,14,12,0,0,0,3,8,0,0,0,0,1,199,0,0,0,0,8,16,0,23,10,0,0,75,2,1,35,4,0,1029,417,-1,6,0,1,32,0,0,146,2,0,0,10,0,0,1,0,0,0,32,3,0,10,0,17,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,55,16,2,0,866,17,55,6,33,1,0,215,4,0,0,0,-1,0,5,3,0,0,44,0,0,6,0,37,3,15,0,14,0,0,4,0,243,0,0,3,0,3,1298,0,0,0,0,0,3,52,30,0,0,0,22,0,13,19,0,1,0,69,73,0,0,0,-1,184,132,4,2,0,0,0,-1,88,0,0,0,0,15,0,0,7,0,0,0,9,139,0,-1,0,0,2,4,0,-1,4,17,0,0,1,9,0,0,2,0,0,1,2,5,0,0,2,0,0,0,0,0,12,20,0,8,3,0,0,0,0,0,29,307,0,0,1,0,142,11,0,0,34,15,0,0,0,0,23,7,-1,0,0,0,0,0,0,0,0,4,11
Sydhavn,187,7,20,892,8,-1,2,-1,0,19,-1,-1,-1,0,-1,0,-1,-1,3,0,0,-1,25,0,3,0,0,-1,-1,16,0,0,-1,0,0,-1,-1,-1,-1,-1,0,-1,37,-1,0,89,10,-1,-1,-1,-1,395,0,-1,-1,4,-1,-1,0,-1,0,0,-1,73,0,-1,9,-1,0,0,0,0,13,0,-1,856,-1,-1,11,0,-1,-1,-1,-1,49,0,-1,9,7,0,20,0,33,2636,192,0,27,0,-1,146,-1,0,-1,0,-1,-1,4,7,-1,19,-1,0,4,0,-1,5,-1,-1,25,0,-1,311,-1,-1,-1,271,39,-1,0,0,-1,-1,-1,0,59,-1,186,473,0,0,-1,-1,-1,-1,-1,23,-1,28,1,-1,0,-1,7,20,4,-1,0,-1,155,-1,88,-1,-1,804,738,3419,113,11,65,-1,-1,0,3310,35,-1,0,0,-1,27,90,0,10,0,22,4,2917,-1,-1,4,-1,11,-1,45,0,-1,0,0,85,0,-1,4,0,7,262,13,2,-1,-1,-1,10,7,1488,3,-1,-1,-1,492,1,0,-1,-1,4,0,0,21,0,3,-1,61,6,65,21,4,-1,10,-1,4,0,19,1,0,7,0,13,0,7,-1,0,-1,-1,-1,1,0,0,2,0,-1,-1,0,-1,-1,2,0,0,-1,7,252,0,-1,0,-1,17,11,-1,-1,4,0,-1,122,-1,0,23,635,0,-1,0,-1,-1,2,-1,0,-1,-1,-1
Sønderborg,1809,0,15,8353,64,17,0,55,13,3,3,6,38,0,14,1,56,3,21,3,4,47,508,47,1,36,28,16,12,15,4,66,24,0,48,7,35,2,22,22,0,54,51,38,21,2440,0,81,34,3,46,3423,8,20,0,0,0,0,8,1,15,6,17,6,6,5,-1,1,4,4,13,7,118,9,15,4,0,20,60,1,905,147,1,15,460,0,113,40,10,0,140,0,175,175,2,0,165,35,37,821,36,0,8,2,33,28,1,5,37,10,700,3,0,40,0,44,7,11,20,6,0,6,0,6,0,6,0,7,0,0,11,0,60,-1,0,99,7791,266,0,6,24297,135,3850,168,151,35,7,301,2,34,11,0,31,0,735,95,0,3,724,14,2,32,84,377,161,267,0,116,20,4,349,0,11532,77,18,-1,0,10,260,3,27,51,11,54,43,849,1044,0,4,23,48,12,-1,4,15,0,25,218,26,4,0,0,24,779,166,74,12,0,22,10,49,810,0,26,7,25,272,6,4,20,1,4,0,2,98,0,33,67,1,25,137,56,20,10,-1,1,12,17,12,13,0,-1,10,9,0,61,51,0,0,31,9,0,1,10,1,1,832,0,529,2,28,136,25,0,41,405,1777,0,3,4,11,161,92,6,0,18,3,0,11,21,7,-1,111,0,5,4,0,17,10,9,8,1,123,270
Taastrup,48,0,3,220,8,-1,0,-1,3,6,-1,-1,-1,0,-1,0,-1,-1,14,0,0,-1,14,4,0,0,0,-1,-1,0,2,0,-1,0,0,-1,-1,-1,-1,-1,0,-1,3,-1,0,45,9,-1,-1,-1,-1,161,10,-1,-1,0,-1,-1,0,-1,5,3,-1,124,0,-1,2,-1,0,0,0,0,11,0,-1,-1,-1,-1,3,0,-1,-1,-1,-1,53,0,-1,7,6,0,24,3,23,-1,17,0,6,0,-1,35,-1,0,-1,0,-1,-1,3,0,-1,0,-1,0,0,0,-1,0,-1,-1,0,0,-1,225,-1,-1,-1,223,36,-1,0,0,-1,-1,-1,0,-1,-1,58,196,0,0,-1,-1,-1,-1,-1,23,-1,6,0,-1,0,-1,0,45,20,-1,0,-1,97,-1,85,-1,-1,321,383,1989,7,4,32,-1,-1,0,750,6,-1,3,0,-1,40,-1,0,0,0,14,0,-1,-1,-1,0,-1,3,-1,11,0,-1,0,0,26,0,-1,0,0,0,49,9,0,-1,-1,-1,5,0,3217,0,-1,-1,-1,341,0,0,-1,-1,0,0,4,15,0,0,-1,217,0,15,1,0,-1,1,-1,0,0,1,0,0,0,0,0,0,4,-1,0,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,8,0,0,-1,16,50,0,-1,0,-1,34,4,-1,-1,4,0,-1,-1,-1,0,7,589,3,-1,0,-1,-1,4,-1,1,-1,-1,-1
Tarm,113,0,4,795,1,1,22,0,0,-1,2,0,0,2,0,-1,9,0,6,12,-1,0,30,-1,0,6,25,4,0,10,0,23,1,0,11,0,0,0,2,0,3,4,6,1,6,-1,0,1,1,0,4,113,12,11,0,0,2,0,4,0,-1,-1,2,0,0,0,1,0,-1,-1,-1,14,14,-1,0,2,0,0,19,-1,5,5,0,2,-1,-1,46,2,0,0,21,0,12,4,0,0,743,27,1,64,0,0,0,1,0,0,2,0,4,0,63,4,1,35,0,-1,4,0,8,-1,0,0,0,0,0,1,0,2,0,-1,2,0,0,0,0,0,324,7,0,0,297,0,19,12,13,6,0,3,247,0,-1,0,0,1,38,7,1,0,42,0,0,0,12,20,15,0,0,0,2,0,31,0,205,0,0,13,0,1,51,0,0,26,14,0,-1,57,32,0,0,0,6,1,35,9,4,9,-1,303,1,0,0,0,1,39,25,-1,0,0,4,11,25,46,1,0,0,16,13,-1,0,19,0,0,0,2,126,-1,5,1,0,5,24,0,0,4,12,0,-1,0,10,-1,-1,9,-1,-1,0,0,0,-1,1,1,0,13,0,1,-1,38,23,0,0,1,0,-1,-1,-1,0,103,171,5,0,-1,3,41,49,7,0,-1,2,0,0,1,0,23,5,4,1,2,0,0,0,2,-1,0,6,8
Taulov,38,0,0,1168,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,206,2,-1,1,-1,0,0,0,0,-1,0,0,-1,3,0,0,0,3,0,0,-1,0,58,609,0,0,7,0,0,-1,0,0,0,0,0,0,-1,0,-1,4,0,0,0,0,7,0,0,0,0,74,57,0,0,0,0,0,-1,0,10,0,0,0,59,0,0,11,4,0,0,0,20,0,0,-1,7,-1,0,-1,0,0,0,0,3,0,0,6,3,0,11,0,0,0,0,1,0,0,-1,2,0,0,0,0,0,0,0,0,-1,0,0,0,2,0,0,2,-1,6,0,0,221,13,16,1,8,7,0,14,0,0,0,0,0,0,-1,0,0,3,-1,0,0,0,0,13,2,1,0,-1,0,0,13,0,910,6,0,69,0,3,6,0,4,54,9,4,1,36,16,0,0,0,3,0,37,0,0,0,1,58,0,3,0,-1,0,62,2,33,0,0,0,10,0,52,0,0,0,0,5,1,0,0,0,0,0,4,7,0,3,3,0,0,4,6,2,0,13,0,0,-1,0,-1,0,10,0,0,0,-1,0,0,0,0,0,10,13,0,0,0,7,0,-1,0,0,53,0,0,0,-1,-1,-1,0,0,0,9,29,0,0,0,0,0,0,0,4,-1,2,0,3,0,0,0,0,1,7,0,4,2
Thisted,13,6,2,488,21,13,0,6,0,85,0,0,3,-1,0,4,11,5,21,26,2,0,9,42,0,2,2,4,10,20,2,6,0,0,1,8,13,3,10,2,0,0,2,6,6,152,0,28,8,0,0,281,10,1,5,0,1,0,6,7,115,7,21,1,2,6,6,0,5,0,23,1,43,15,0,0,1,0,4,13,14,11,0,11,1012,1,55,16,4,25,49,8,7,38,13,0,1195,2,15,104,1,-1,4,-1,3,0,-1,2,36,1,63,17,-1,4,0,98,1,0,72,2,0,4,14,49,0,0,0,1,0,9,5,4,5,4,0,3,150,40,0,14,1047,5,67,0,15,0,2,5,10,0,11,0,0,0,28,34,-1,6,52,7,0,0,40,44,21,53,0,4,0,1,60,-1,259,1,2,1,0,0,24,0,0,14,1,1,225,97,62,0,0,1,25,7,43,17,4,0,7,234,0,9,-1,0,0,55,-1,109,0,0,10,0,7,210,-1,8,0,1,42,16,2,6,0,0,13,3,4826,0,1,36,0,15,51,34,9,19,12,1,12,0,-1,24,18,21,4,5,7,0,4,0,0,4,0,18,0,-1,49,1,33,1,21,8,12,72,0,22,0,13,811,40,0,23,5,134,7,0,0,121,72,0,0,0,0,18,28,1,0,-1,4,4,4,1,10,1,20,27
Thyregod,124,0,4,2093,11,0,-1,4,2,-1,0,0,0,0,0,-1,5,0,0,-1,-1,1,6,-1,0,0,-1,0,0,0,0,-1,0,0,-1,5,6,0,0,0,0,0,0,10,-1,29,0,0,0,0,4,-1,6,6,0,0,0,0,4,0,-1,4,1,0,5,0,7,0,0,-1,-1,2,83,-1,1,0,0,4,-1,2,72,17,0,14,-1,-1,7,2,2,0,0,0,42,20,0,0,105,0,13,-1,4,1,0,16,0,0,0,0,0,0,30,0,6,0,0,-1,0,0,-1,0,0,10,0,0,0,0,0,0,0,-1,0,0,0,0,0,6,-1,22,0,0,1104,18,79,4,12,18,0,1,-1,3,0,0,0,0,-1,14,0,0,58,0,0,17,4,14,20,8,0,12,0,0,21,0,651,10,19,7,0,1,42,0,0,0,0,2,8,128,122,0,0,2,-1,0,81,2,0,0,0,-1,4,6,18,0,0,-1,16,-1,4,0,1,4,8,77,1,3,0,0,32,6,0,0,0,6,0,2,65,-1,0,2,0,-1,7,4,0,1,13,0,-1,-1,19,-1,1,11,-1,0,0,0,0,-1,0,8,19,0,0,0,2,0,20,6,44,0,6,6,0,3,1,-1,-1,-1,0,0,0,3,109,0,0,-1,2,0,0,6,0,13,7,0,1,0,0,0,10,0,-1,0,19,2
Tim,1,0,0,47,0,0,494,0,0,-1,0,0,0,1,0,-1,0,0,4,3,-1,0,3,6,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,5,0,0,0,0,2,0,0,1,-1,0,1,-1,0,0,0,0,0,-1,0,0,0,1,-1,-1,7,0,0,-1,0,0,2,0,0,0,-1,1,0,12,0,-1,0,7,0,0,0,0,0,0,4,31,32,2,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,2,0,0,41,0,0,0,4,0,2,19,2,0,0,1,0,0,-1,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,-1,28,0,0,0,0,0,4,0,0,0,0,1,-1,6,10,0,0,0,63,0,3,1,1,0,1,12,0,0,0,0,0,6,15,-1,0,0,0,0,0,13,1,0,0,0,0,1,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,-1,0,18,1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,6,0,0,0,0,0,8,0,1,0,15,14,0,0,-1,0,36,6,0,0,-1,-1,0,0,0,0,1,0,0,0,2,0,0,0,0,-1,0,0,0
Tinglev,448,0,16,2601,39,21,0,33,2,19,0,0,10,4,0,9,23,0,7,2,0,17,68,5,0,-1,20,3,3,3,-1,15,3,0,37,2,12,1,28,0,-1,3,11,8,38,408,3,8,5,0,6,840,11,13,64,6,0,0,1,11,18,5,17,0,2,16,-1,0,0,2,4,10,52,6,7,28,0,7,26,0,305,70,0,17,210,1,65,1,0,0,8,15,97,42,0,0,82,38,4,323,24,0,7,6,4,8,0,6,26,10,228,1,0,1,0,50,8,0,26,4,0,6,3,40,10,0,0,13,0,1,11,3,52,-1,0,36,1716,126,0,6,7107,82,896,28,32,8,0,56,9,0,0,0,11,8,212,15,1,3,131,10,0,11,23,110,80,93,0,17,11,3,151,0,1874,47,39,-1,0,0,102,6,-1,11,1,24,22,251,281,0,0,5,31,11,-1,2,2,4,0,144,0,11,0,2,1,238,33,40,0,0,2,-1,2,237,0,24,3,7,38,3,0,3,55,0,0,0,83,0,6,29,0,9,47,17,6,7,-1,0,9,11,21,14,0,-1,3,7,0,31,14,4,6,10,2,-1,-1,0,1,1,257,1,233,4,11,66,1,0,7,75,450,15,0,1,12,186,72,13,0,7,4,0,1,7,-1,-1,104,0,20,0,0,39,10,0,3,0,44,84
Tistrup,42,0,0,153,1,1,2,0,0,5,0,0,5,0,0,0,0,0,1,3,-1,0,-1,-1,0,0,16,0,0,4,0,-1,0,0,2,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,0,1,33,0,0,0,0,0,0,4,0,-1,-1,1,0,-1,0,1,0,-1,-1,7,-1,0,3,0,0,0,0,13,1,5,0,0,1,207,7,0,2,0,0,5,6,17,0,0,0,58,-1,0,54,6,0,0,0,0,0,0,-1,0,0,8,0,0,33,0,43,0,0,3,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,132,4,0,0,34,0,0,0,0,0,0,16,0,1,-1,0,0,0,15,0,0,0,22,0,0,0,31,0,17,1,0,0,0,0,7,0,128,4,0,0,0,0,35,0,0,-1,-1,4,-1,10,6,0,0,0,21,0,7,0,0,-1,-1,40,0,0,3,0,1,22,11,-1,0,0,0,0,4,10,0,0,0,0,0,-1,0,0,0,1,0,0,69,-1,0,7,0,0,10,0,0,0,10,0,-1,0,2,-1,0,3,-1,-1,0,0,0,-1,0,1,0,0,0,0,9,9,8,0,2,1,0,-1,-1,-1,0,-1,53,7,0,6,0,9,12,0,0,8,4,0,0,0,0,11,1,4,0,0,0,0,0,0,-1,0,0,14
Tjæreborg,16,0,0,122,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,-1,0,0,6,0,0,0,1,1,-1,0,6,0,2,-1,0,0,0,0,0,623,0,7,0,0,0,0,6,0,0,-1,0,0,-1,0,15,0,-1,-1,0,-1,8,2,0,0,0,0,8,0,2,0,0,0,37,0,10,2,1,0,10,0,6,0,0,0,10,-1,0,66,0,0,4,0,4,0,0,-1,0,0,17,0,0,0,0,23,0,0,0,-1,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,4,4488,18,0,0,79,1,27,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,43,0,0,0,1,9,1,0,0,0,0,0,9,0,242,3,1,4,0,0,6,0,-1,-1,-1,8,29,4,12,0,0,0,2,0,36,0,0,-1,-1,12,0,0,0,0,0,31,0,72,0,0,0,-1,0,3,8,0,0,0,6,-1,0,0,0,0,0,0,19,0,0,1,0,0,4,4,0,13,9,0,-1,0,2,0,0,7,-1,-1,0,4,1,0,0,2,0,48,5,0,1,0,3,0,-1,0,0,-1,-1,-1,6,-1,110,4,0,3,0,0,6,0,0,5,0,0,0,0,3,64,0,0,0,0,0,0,0,0,-1,0,0,1
