Fra Station:,Aalborg,Aalborg Lufthavn,Aalborg Vestby,Aarhus H,Aarup,Albertslund,Alken,Allerød,Arden,Aulum,Avedøre,Bagsværd,Ballerup,Bedsted Thy,Bernstorffsvej,Birk Centerpark,Birkerød,Bispebjerg,Bjerringbro,Bording,Borris,Borup,Bramming,Brande,Bred,Bredebro,Brejning,Brøndby Strand,Brøndbyøster,Brønderslev,Brøns,Brørup,Buddinge,Bur,Børkop,Carlsberg,Charlottenlund,Danshøj,Dybbølsbro,Dyssegård,Døstrup Sdj,Egedal,Ejby,Emdrup,Engesvang,Esbjerg,Eskilstrup,Espergærde,Farum,Favrholm Station,Flintholm,Fredericia,Frederikshavn,Frederikssund,Friheden,Fruens Bøge,Fuglebakken,Gadstrup,Gelsted,Gentofte,Give,Gjesing,Glostrup,Glumsø,Gredstedbro,Greve,Gråsten,Grøndal,Guldager,Gårde,Gødstrup,Gørding,Hadsten,Hammerum,Hareskov,Haslev,Havdrup,Hedehusene,Hedensted,Hee,Hellerup,Helsingør,Herfølge,Herlev,Herning,Herning Messecenter,Hillerød,Hinnerup,Hjallese,Hjerm,Hjørring,Hjørring Øst,Hobro,Holbæk,Holme-Olstrup,Holmstrup,Holstebro,Holsted,Holte,Horsens,Humlebæk,Humlum,Hundige,Hurup Thy,Husum,Hvalsø,Hvidbjerg,Hviding,Hvidovre,Højby,Høje Taastrup,Højslev,Hørdum,Hørning,Høvelte,Ikast,Ishøj,Islev,Jelling,Jerne,Jersie,Jyderup,Jyllingevej,Jægersborg,KB Hallen,Kalundborg,Kalundborg Øst,Karlslunde,Kauslunde,Kibæk,Kildebakke,Kildedal,Klampenborg,Kliplev,Knabstrup,Kokkedal,Kolding,Korsør,Kvissel,Kværndrup,København H,København Syd (Ny Ellebjerg),"Københavns Lufthavn, Kastrup",Køge,Køge Nord,Langeskov,Langgade,Langå,Laven,Lejre,Lem,Lille Skensved,Lindholm,Lundby,Lunderskov,Lyngby,Lyngs,Malmparken,Middelfart,Måløv,Mørkøv,Nivå,Nordhavn,Nyborg,Nykøbing F,Næstved,Næstved Nord,Nørre Aaby,Nørre Alslev,Nørrebro,Nørreport,Oddesund Nord,Odense,Odense Sygehus,Ordrup,Padborg,Pederstrup,Peter Bangs Vej,Randers,Regstrup,Rejsby,Ribe,Ribe Nørremark,Ringe,Ringkøbing,Ringsted,Roskilde,Roskilde Festivalsplads,Rudme,Rungsted Kyst,Ry,Ryparken,Rødekro,Rødkærsbro,Rødovre,Sejstrup,Sig,Silkeborg,Sindal,Sjælør,Sjørring,Skalbjerg,Skalborg,Skanderborg,Skive,Skjern,Skodsborg,Skovbrynet,Skovlunde,Skærbæk,Skørping,Slagelse,Snedsted,Snekkersten,Solrød Strand,Sorgenfri,Sorø,Spangsbjerg,Sparkær,Stengården,Stenløse,Stenstrup,Stenstrup Syd,Stoholm,Struer,Studsgård,Støvring,Svanemøllen,Svebølle,Svejbæk,Svendborg,Svendborg Vest,Svenstrup,Sydhavn,Sønderborg,Taastrup,Tarm,Taulov,Thisted,Thyregod,Tim,Tinglev,Tistrup,Tjæreborg,Tolne,Tommerup,Trekroner,Troldhede,Tureby,Tårnby,Tølløse,Tønder,Tønder Nord,Uglev,Ulfborg,Ulstrup,Valby,Vallensbæk,Vamdrup,Vangede,Vanløse,Varde,Varde Kaserne,Varde Nord,Vedbæk,Vejen,Vejle,Vejle Sygehus,Veksø,Vemb,Vesterport,Viborg,Viby J,Viby Sj,Vigerslev Allé,Vildbjerg,Vinderup,Vinge,Vipperød,Virum,Visby,Vojens,Vordingborg,Vrå,Værløse,Ydby,Ålholm,Åmarken,Årslev,Ølby,Ølgod,Ølstykke,Ørestad,Østerport
Tolne,2003,10,366,728,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,-1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,108,0,0,0,0,0,0,0,0,0,0,0,63,4,3,5,0,0,-1,-1,184,13,0,0,11,0,0,38,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,11,0,0,0,13,0,0,156,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,309,0,0,0,1,0,0,20,3,0,0,0,0,0,0,0,0,0,0,24,-1,0,0,0,2,9,5,15,0,0,0,0,17,10,0,0,0,0,0,0,0,0,0,0,0,0,15,0,12,3,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,-1,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,22,0,0,0,0,6,6,0,0,0,6,0,0,0,0,3,0,-1,0,0,0,0,0,0,0,0,0,0
Tommerup,165,0,0,803,-1,35,0,27,1,12,0,3,17,0,3,1,14,0,14,6,0,30,62,15,-1,0,-1,3,2,18,0,13,4,0,-1,9,0,0,65,3,0,0,-1,3,2,220,2,7,4,0,23,-1,4,3,0,-1,0,0,-1,10,3,0,25,0,0,3,11,3,0,0,0,1,7,0,10,0,0,7,31,0,159,23,0,18,197,2,19,24,-1,0,0,0,87,23,0,-1,69,4,44,101,17,0,0,1,20,8,1,4,7,-1,253,0,0,56,3,3,0,3,44,2,0,0,3,10,1,0,0,3,-1,0,4,16,11,6,0,4,-1,118,0,-1,3278,121,406,15,129,-1,0,31,4,0,1,0,3,0,6,23,0,3,-1,17,0,2,6,-1,15,38,0,-1,0,16,460,0,-1,-1,30,15,-1,0,49,0,37,1,7,-1,1,159,240,0,-1,8,43,7,55,6,14,0,0,52,0,10,0,-1,4,102,12,4,0,0,0,1,10,224,0,1,0,3,231,0,0,3,27,-1,-1,0,57,0,0,91,0,7,-1,-1,4,7,54,4,0,-1,0,1,0,42,0,4,0,-1,57,0,0,4,0,4,0,0,1,0,174,0,31,0,4,31,0,0,0,126,462,6,3,0,1,27,114,21,0,12,0,0,0,0,0,79,12,0,21,0,3,13,-1,7,1,0,38,75
Trekroner,181,7,0,775,2,-1,0,-1,0,0,-1,-1,-1,0,-1,1,-1,-1,6,4,0,-1,53,3,0,0,2,-1,-1,0,0,1,-1,0,9,-1,-1,-1,-1,-1,0,-1,22,-1,0,199,86,-1,-1,-1,-1,129,0,-1,-1,0,-1,-1,1,-1,6,0,-1,-1,0,-1,7,-1,0,0,0,1,15,0,-1,-1,-1,-1,9,0,-1,283,-1,-1,94,0,-1,2,19,0,13,0,18,-1,-1,0,42,3,-1,137,-1,0,-1,4,-1,-1,0,0,-1,0,-1,10,0,4,-1,1,-1,-1,11,0,-1,-1,-1,-1,-1,941,186,-1,0,0,-1,-1,-1,14,-1,-1,317,433,0,4,-1,-1,-1,-1,-1,44,-1,33,0,-1,0,-1,11,87,7,-1,0,-1,275,-1,-1,-1,-1,926,1594,9846,-1,5,266,-1,-1,0,2751,17,-1,8,0,-1,59,-1,0,0,4,10,1,-1,-1,-1,0,-1,8,-1,25,1,-1,0,0,62,0,-1,1,33,0,230,8,0,-1,-1,-1,0,2,3192,12,-1,-1,-1,-1,0,0,-1,-1,6,0,0,63,0,25,-1,1084,1,87,19,4,-1,38,-1,0,0,4,0,0,17,0,1,0,57,-1,0,-1,-1,-1,0,0,0,0,0,-1,-1,2,-1,-1,2,0,0,-1,59,318,0,-1,0,-1,16,0,-1,-1,19,0,-1,-1,-1,0,31,1099,0,-1,3,-1,-1,10,-1,0,-1,-1,-1
Troldhede,14,0,0,249,0,1,0,0,0,-1,1,0,0,0,0,-1,3,0,0,-1,-1,0,5,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,79,0,0,0,0,0,28,0,0,11,0,0,0,0,0,-1,2,0,0,0,0,0,0,5,-1,-1,1,4,-1,0,0,0,0,3,-1,0,0,0,0,-1,-1,19,0,0,0,6,0,27,0,0,0,-1,0,0,85,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,41,0,0,0,45,0,0,5,3,0,0,0,2,0,-1,0,0,0,0,5,0,0,11,0,0,0,0,1,1,0,0,0,0,0,1,0,8,0,0,1,0,0,38,0,0,2,0,4,-1,2,0,0,0,0,12,0,0,0,4,0,-1,59,0,0,0,0,0,16,10,-1,0,0,0,3,0,10,0,0,0,0,0,10,0,0,0,0,0,0,24,-1,0,4,0,0,0,2,0,0,0,0,-1,0,2,-1,-1,4,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,2,0,0,0,0,-1,-1,-1,0,2,54,1,0,-1,0,3,28,0,0,-1,0,0,0,0,0,19,6,0,0,0,0,0,0,0,-1,0,1,0
Tureby,4,0,0,15,0,-1,0,17,0,0,-1,-1,-1,0,4,0,27,-1,0,0,0,-1,3,0,0,0,0,-1,-1,0,0,0,-1,0,0,-1,18,-1,-1,-1,0,-1,0,-1,0,2,3,0,17,0,-1,1,0,27,-1,0,-1,-1,0,37,0,0,-1,-1,0,-1,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,116,12,-1,-1,1,0,102,0,0,0,0,0,0,-1,-1,0,0,0,16,0,7,0,-1,0,-1,-1,0,0,-1,0,-1,0,0,0,0,0,-1,-1,0,0,-1,1,-1,9,-1,20,7,-1,0,0,-1,-1,134,0,-1,13,5,3,0,0,-1,-1,-1,-1,-1,0,-1,0,0,-1,0,-1,0,-1,0,53,0,-1,0,-1,-1,6,-1,11,226,-1,-1,0,5,-1,-1,0,26,0,8,0,0,-1,0,-1,0,0,0,0,0,-1,-1,-1,0,7,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,8,4,0,0,-1,-1,0,0,-1,0,1,-1,64,-1,0,0,-1,-1,4,0,0,4,0,0,-1,0,0,0,0,0,-1,0,-1,1,0,0,0,0,16,0,0,0,0,-1,0,-1,-1,-1,4,4,0,0,0,-1,-1,0,-1,-1,0,0,0,16,0,21,0,-1,0,-1,0,0,-1,-1,0,0,-1,-1,11,0,11,-1,0,-1,0,-1,-1,0,-1,0,-1,-1,-1
Tårnby,105,10,23,360,1,-1,0,-1,2,0,-1,-1,-1,0,-1,0,-1,-1,10,7,0,-1,90,0,0,0,0,-1,-1,0,0,6,-1,0,1,-1,-1,-1,-1,-1,0,-1,3,-1,4,167,47,-1,-1,-1,-1,102,7,-1,-1,4,-1,-1,0,-1,2,0,-1,80,0,-1,16,-1,0,0,0,1,14,0,-1,385,-1,-1,5,0,-1,-1,-1,-1,96,1,-1,8,0,1,3,0,20,2228,74,0,37,4,-1,81,-1,0,-1,1,-1,-1,0,0,-1,0,-1,1,0,40,-1,12,-1,-1,8,0,-1,148,-1,-1,-1,231,62,-1,0,0,-1,-1,-1,1,3,-1,141,1775,0,4,-1,-1,-1,-1,-1,11,-1,34,2,-1,0,-1,0,88,3,-1,0,-1,80,-1,128,-1,-1,533,1094,2468,33,3,102,-1,-1,0,3400,17,-1,3,0,-1,51,67,1,15,0,37,1,2188,-1,-1,0,-1,4,-1,42,0,-1,0,1,23,0,-1,0,0,2,98,9,3,-1,-1,-1,0,16,4741,13,-1,-1,-1,952,0,0,-1,-1,19,6,0,48,0,9,-1,23,1,54,14,1,-1,31,-1,1,1,4,8,0,6,1,2,3,1,-1,0,-1,-1,435,3,1,0,0,0,-1,-1,8,-1,-1,11,0,0,-1,35,121,0,-1,1,-1,33,14,-1,-1,5,0,-1,73,-1,0,42,546,0,-1,0,-1,-1,0,-1,4,-1,-1,-1
Tølløse,22,0,0,83,0,-1,0,-1,0,0,-1,-1,-1,0,112,0,-1,-1,2,0,0,-1,8,4,0,0,0,-1,-1,0,0,0,-1,0,0,-1,130,-1,-1,-1,0,-1,0,-1,0,16,2,19,-1,-1,-1,22,0,-1,-1,6,-1,-1,1,202,5,0,-1,-1,0,-1,10,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,1858,166,-1,-1,14,0,-1,0,4,0,7,0,8,-1,-1,0,5,0,-1,13,23,0,-1,0,-1,-1,0,6,-1,0,-1,0,0,0,-1,0,-1,-1,4,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,344,0,-1,36,39,-1,0,0,42139,-1,2628,-1,-1,10,-1,4,0,-1,0,-1,0,9,0,-1,0,-1,17,-1,-1,8,736,195,69,-1,-1,1,13,-1,25447,0,1259,13,115,0,4,-1,1,-1,0,2,0,0,0,-1,-1,-1,0,9,1,423,13,0,-1,0,0,14,0,-1,0,0,6,22,1,0,18,-1,-1,0,0,-1,0,13,-1,-1,-1,0,0,-1,-1,6,0,0,6,0,0,894,-1,0,100,4,1,-1,18,-1,0,0,0,19,0,1,0,0,0,1,-1,0,-1,436,-1,0,1,0,0,0,-1,-1,11,-1,-1,5,1,1,2,0,60,0,-1,0,272,10,0,-1,-1,6,0,-1,-1,-1,0,8,19,0,-1,0,-1,-1,0,-1,3,-1,1330,8064
Tønder,25,0,0,376,1,4,0,0,0,0,0,4,4,2,0,2,10,1,1,0,8,0,366,5,0,-1,3,0,19,0,-1,64,0,0,7,0,0,0,5,0,-1,0,0,5,0,997,0,6,1,0,0,131,4,7,2,1,0,0,0,4,0,2,1,0,19,0,-1,0,10,2,0,211,3,0,0,0,0,0,13,0,2,12,0,1,25,0,11,0,4,0,1,0,6,10,0,0,9,60,0,63,0,0,0,0,1,0,1,-1,2,0,12,0,0,0,0,12,0,0,1,93,0,0,1,13,0,0,0,0,0,0,1,0,0,-1,0,2,268,60,0,1,250,4,10,0,2,1,4,2,0,5,0,0,0,0,22,2,0,0,48,1,0,0,0,53,21,40,0,0,0,1,18,0,236,50,17,-1,4,0,28,0,-1,-1,-1,10,5,112,58,0,0,2,13,0,-1,0,13,15,2,28,1,0,1,0,0,100,2,23,0,0,4,-1,0,45,0,0,4,0,6,4,0,4,0,2,0,1,3,0,0,0,0,0,16,0,0,1,0,0,16,10,9,0,0,-1,0,42,0,4,0,0,4,3,0,-1,-1,0,4,0,88,0,1,0,0,88,35,0,0,222,147,0,0,6,1,8,39,0,0,0,0,0,0,0,-1,-1,8,0,0,0,0,0,2,0,4,0,2,7
Tønder Nord,23,0,0,168,1,1,0,2,0,0,0,10,0,0,0,0,0,1,2,0,0,0,158,3,0,-1,7,0,1,0,-1,80,0,1,10,0,0,0,0,1,-1,0,0,0,0,1041,0,0,0,0,4,99,1,1,17,1,1,0,0,0,0,3,0,0,22,0,-1,0,0,0,0,12,0,0,0,0,0,0,20,1,0,5,0,0,54,2,7,0,0,0,6,0,1,6,0,0,1,20,0,102,0,0,0,0,1,1,0,-1,1,0,34,0,0,0,0,6,0,0,0,102,0,0,0,4,0,0,0,0,0,2,1,0,0,-1,0,2,221,23,0,0,112,0,8,0,5,0,1,0,0,0,0,0,0,0,31,4,0,0,13,0,0,0,2,41,10,11,0,6,0,0,12,0,318,21,0,-1,0,0,10,0,-1,-1,-1,12,7,23,10,0,0,12,14,1,-1,0,3,9,0,11,0,0,0,0,0,22,9,18,0,4,0,-1,0,25,2,0,0,0,14,3,0,0,4,0,0,0,4,0,0,0,0,0,9,3,0,0,1,0,0,13,0,0,0,-1,2,9,0,0,0,0,4,1,1,-1,-1,0,22,0,113,0,0,0,7,32,0,0,0,139,412,0,0,0,0,11,5,0,0,1,0,0,0,0,-1,-1,1,0,0,1,0,0,0,0,3,0,5,15
Uglev,8,0,0,106,0,0,0,4,0,-1,0,0,0,-1,0,16,4,0,7,1,1,0,2,2,0,0,0,0,0,3,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,63,1,3,0,0,0,0,0,0,16,10,0,0,28,0,0,0,0,0,2,23,31,0,0,0,0,3,0,0,0,4,0,0,78,0,33,5,0,-1,2,0,26,19,0,0,-1,0,0,14,0,-1,0,-1,1,0,-1,0,0,0,3,-1,-1,21,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,11,0,0,0,31,0,44,1,0,0,1,27,0,4,0,12,0,0,122,0,1,19,0,0,0,4,0,-1,0,8,4,0,0,0,1,1,0,0,0,0,1,4,-1,10,0,0,0,0,0,26,0,0,0,0,2,44,28,11,0,0,0,4,0,9,10,0,0,0,38,0,0,-1,0,0,19,-1,4,0,0,0,0,12,20,-1,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,4,1,0,1,1,0,0,0,10,0,1,0,-1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,0,0,4,2,6,0,0,0,0,81,8,0,-1,0,88,16,0,0,-1,-1,0,0,0,0,37,0,0,0,-1,0,0,15,0,12,1,0,0
Ulfborg,30,0,0,163,0,0,0,1,1,-1,0,0,0,3,1,-1,0,1,3,1,-1,0,57,1,0,1,0,0,0,2,2,5,0,-1,0,0,0,1,2,0,7,0,0,0,9,152,0,0,0,0,0,16,2,1,0,0,0,0,1,0,23,9,0,0,0,0,0,0,1,10,-1,1,6,-1,0,0,0,0,1,-1,4,1,0,0,-1,-1,1,3,0,-1,1,0,14,3,0,0,-1,0,0,19,0,-1,0,79,0,0,-1,0,0,0,7,11,0,1359,0,17,1,0,8,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,2,0,1,15,2,0,0,36,0,1,4,1,1,0,13,1,0,-1,0,1,0,2,7,-1,0,6,0,0,0,4,2,1,4,0,0,0,1,0,-1,17,2,0,0,0,0,11,0,7,2,1,0,-1,10,6,0,0,0,5,0,7,1,0,1,10,62,3,0,0,0,0,105,114,-1,7,0,0,3,2,7,4,0,0,0,0,7,0,1,0,1,0,16,-1,-1,0,0,0,0,5,0,0,2,1,0,-1,0,49,2,-1,1,9,1,0,1,0,-1,0,0,0,4,22,-1,-1,927,4,0,2,0,0,32,5,6,0,8,56,0,0,-1,0,81,5,0,0,-1,-1,0,0,1,0,1,1,0,0,-1,0,0,0,0,31,0,2,2
Ulstrup,439,0,0,-1,0,1,-1,4,-1,4,4,0,0,0,2,0,1,0,-1,-1,0,1,4,2,0,0,0,0,0,15,0,21,0,62,10,0,0,2,0,0,0,0,0,0,-1,30,0,0,0,0,0,82,2,1,8,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,2,0,-1,2,0,0,0,0,46,0,0,2,0,0,17,0,1,-1,0,3,18,0,-1,1,0,0,3048,5,0,344,0,12,0,3,0,0,1,0,0,0,5,-1,0,-1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,10,0,0,151,6,6,2,0,0,0,-1,-1,0,5,0,10,0,0,8,0,0,46,0,0,0,0,13,0,7,0,0,0,0,8,3,57,1,0,0,0,0,-1,1,0,0,0,5,4,23,6,0,0,0,-1,5,2,-1,7,0,0,-1,24,0,28,0,46,-1,256,3,1,0,0,0,-1,25,0,1,0,3,1,0,-1,0,0,0,0,-1,114,0,73,2,0,-1,3,2,12,0,1,0,40,0,8,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0,927,-1,0,0,5,0,0,3,0,0,0,8,251,0,0,0,0,-1,-1,0,0,12,32,0,0,0,0,15,0,0,0,0,0,0,4,1,5,0,2,0
Valby,1234,10,15,5197,123,-1,5,-1,19,27,-1,-1,-1,4,-1,0,-1,-1,19,2,1,-1,1588,135,18,1,59,-1,-1,10,0,64,-1,0,68,-1,-1,-1,-1,-1,0,-1,102,-1,9,4051,247,-1,-1,-1,-1,1836,40,-1,-1,34,-1,-1,51,-1,37,0,-1,2841,5,-1,228,-1,1,0,8,16,118,4,-1,4874,-1,-1,110,0,-1,-1,-1,-1,1104,3,-1,75,62,20,34,3,356,56489,944,10,523,40,-1,1219,-1,0,-1,16,-1,-1,2,16,-1,8,-1,5,3,8,-1,24,-1,-1,69,10,-1,2260,-1,-1,-1,5131,2053,-1,4,19,-1,-1,-1,49,266,-1,4601,4787,0,62,-1,-1,-1,-1,-1,4321,-1,456,11,-1,3,-1,63,1292,344,-1,0,-1,2828,-1,969,-1,-1,13630,12640,48333,55,138,1457,-1,-1,0,32768,117,-1,105,0,-1,405,971,35,127,31,105,15,39677,-1,-1,14,-1,84,-1,781,1,-1,1,0,295,3,-1,3,8,7,1450,74,53,-1,-1,-1,40,51,73192,8,-1,-1,-1,14339,1,0,-1,-1,10,0,7,535,0,36,-1,508,17,303,120,18,-1,785,-1,23,7,33,15,0,260,8,3,3,161,-1,2,-1,-1,-1,88,113,1,4,0,-1,-1,104,-1,-1,186,52,1,-1,854,2039,12,-1,3,-1,139,33,-1,-1,66,4,-1,-1,-1,1,499,9335,0,-1,0,-1,-1,63,-1,10,-1,-1,-1
Vallensbæk,26,0,0,137,0,-1,4,-1,0,0,-1,-1,-1,0,-1,2,-1,-1,4,0,0,-1,11,4,0,0,7,-1,-1,0,0,0,-1,0,0,-1,-1,-1,-1,-1,0,-1,3,-1,0,34,1,-1,-1,-1,-1,106,0,-1,-1,0,-1,-1,0,-1,1,0,-1,35,0,-1,3,-1,0,0,0,0,5,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,23,0,-1,0,0,0,10,0,15,-1,171,0,11,0,-1,26,-1,0,-1,0,-1,-1,0,0,-1,0,-1,0,1,0,-1,4,-1,-1,6,0,-1,41,-1,-1,-1,65,10,-1,0,0,-1,-1,-1,0,1,-1,87,131,0,1,-1,-1,-1,-1,-1,10,-1,3,0,-1,0,-1,0,11,8,-1,0,-1,62,-1,17,-1,-1,266,210,2583,155,10,31,-1,-1,0,803,5,-1,0,0,-1,31,-1,0,0,0,11,3,-1,-1,-1,0,-1,2,-1,7,0,-1,0,0,28,0,-1,0,30,0,49,6,9,-1,-1,-1,0,7,532,0,-1,-1,-1,181,0,0,-1,-1,10,0,0,6,0,0,-1,9,0,19,6,0,-1,0,-1,0,0,1,6,0,1,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,2,0,0,-1,0,68,0,-1,0,-1,11,0,-1,-1,0,0,-1,-1,-1,0,4,167,0,-1,0,-1,-1,4,-1,0,-1,-1,-1
Vamdrup,226,0,3,1020,-1,1,0,7,0,0,1,7,16,0,0,2,0,0,35,0,1,1,-1,101,0,56,-1,3,1,0,-1,-1,62,0,-1,14,16,13,10,0,-1,0,-1,0,4,685,0,6,0,0,0,-1,11,23,3,0,0,0,-1,3,-1,27,7,0,-1,0,301,0,1,1,0,-1,38,6,0,3,0,0,-1,0,98,18,0,7,324,1,30,15,10,0,18,0,61,8,0,2,49,-1,11,203,2,0,0,0,0,1,1,-1,1,0,70,0,0,25,0,16,3,0,-1,0,0,0,4,4,0,0,0,3,-1,7,3,0,14,26,0,6,-1,19,0,4,1966,20,333,10,10,9,0,19,4,0,3,0,12,0,-1,15,1,0,-1,0,0,4,1,62,19,16,0,-1,0,3,59,0,1392,33,0,137,0,0,68,0,-1,-1,-1,17,2,117,140,0,0,6,19,0,-1,0,18,-1,0,36,8,0,0,0,1,137,36,10,0,0,3,-1,3,120,4,13,3,0,31,22,0,3,0,0,0,0,23,0,1,10,0,0,77,27,1,0,465,0,0,-1,21,46,0,258,2,-1,0,31,1,0,0,3,0,1,0,0,2,5,91,0,-1,3,0,119,6,0,4,-1,-1,-1,0,1,0,43,62,0,0,49,3,0,0,0,1,-1,15,18,3,0,0,0,4,0,54,3,15,39
Vangede,53,3,7,299,3,-1,0,-1,0,0,-1,-1,-1,0,-1,0,-1,-1,4,0,0,-1,21,6,0,0,0,-1,-1,0,0,0,-1,0,0,-1,-1,-1,-1,-1,0,-1,3,-1,0,89,7,-1,-1,-1,-1,152,0,-1,-1,0,-1,-1,0,-1,6,0,-1,19,0,-1,3,-1,0,0,0,0,1,0,-1,86,-1,-1,0,0,-1,-1,-1,-1,50,0,-1,4,10,0,7,0,14,777,13,16,18,0,-1,61,-1,0,-1,0,-1,-1,4,0,-1,13,-1,3,0,0,-1,6,-1,-1,4,0,-1,56,-1,-1,-1,135,13,-1,0,0,-1,-1,-1,1,2,-1,138,81,0,18,-1,-1,-1,-1,-1,8,-1,0,0,-1,0,-1,0,3,1,-1,0,-1,101,-1,8,-1,-1,702,253,1478,11,23,53,-1,-1,0,1298,15,-1,1,0,-1,26,10,0,26,4,14,2,356,-1,-1,0,-1,15,-1,5,0,-1,0,1,114,0,-1,8,0,0,68,2,4,-1,-1,-1,5,3,521,0,-1,-1,-1,136,0,0,-1,-1,4,0,0,11,0,0,-1,10,0,38,18,3,-1,2,-1,1,0,8,0,0,4,1,0,0,0,-1,0,-1,-1,-1,0,0,4,0,0,-1,-1,3,-1,-1,7,4,0,-1,15,177,0,-1,0,-1,21,5,-1,-1,0,0,-1,-1,-1,0,21,193,0,-1,41,-1,-1,54,-1,6,-1,-1,-1
Vanløse,115,7,3,540,9,-1,4,-1,3,0,-1,-1,-1,0,-1,0,-1,-1,5,1,0,-1,21,25,0,0,16,-1,-1,1,0,3,-1,0,0,-1,-1,-1,-1,-1,0,-1,5,-1,0,104,11,-1,-1,-1,-1,370,13,-1,-1,0,-1,-1,0,-1,5,0,-1,133,1,-1,20,-1,0,0,17,0,9,0,-1,127,-1,-1,8,0,-1,-1,-1,-1,103,0,-1,10,0,0,11,0,26,-1,19,0,51,0,-1,172,-1,0,-1,0,-1,-1,0,2,-1,0,-1,6,0,4,-1,7,-1,-1,4,0,-1,151,-1,-1,-1,314,65,-1,0,4,-1,-1,-1,3,7,-1,267,371,0,5,-1,-1,-1,-1,-1,38,-1,4,17,-1,0,-1,0,65,28,-1,0,-1,293,-1,91,-1,-1,950,553,1485,13,40,64,-1,-1,0,2254,15,-1,30,0,-1,24,81,37,13,2,37,4,1617,-1,-1,4,-1,18,-1,62,0,-1,0,0,77,1,-1,0,1,0,67,23,3,-1,-1,-1,2,4,1489,5,-1,-1,-1,2260,1,0,-1,-1,18,0,1,14,0,3,-1,50,0,104,17,0,-1,28,-1,0,0,12,6,0,11,0,0,0,4,-1,0,-1,-1,-1,0,7,2,0,0,-1,-1,0,-1,-1,24,0,2,-1,26,299,4,-1,0,-1,25,6,-1,-1,1,0,-1,-1,-1,0,34,499,0,-1,0,-1,-1,85,-1,7,-1,-1,-1
Varde,275,4,11,1922,5,11,2,18,88,31,6,13,5,2,11,26,56,0,9,54,-1,5,-1,115,0,20,31,10,6,5,-1,-1,1,2,139,2,4,0,9,14,0,0,5,5,25,-1,0,8,40,0,1,872,10,21,39,3,5,0,2,5,13,-1,46,4,-1,15,45,0,-1,-1,22,-1,24,48,1,1,0,6,107,3,26,20,3,39,1193,28,92,18,28,0,60,6,63,68,0,0,434,-1,17,688,7,1,9,22,47,6,17,-1,5,0,256,21,0,5,0,138,5,0,30,-1,0,1,4,0,1,0,0,1,0,25,1,0,0,9,0,34,2695,472,4,2,1299,16,97,12,9,2,4,3,6,0,-1,4,4,0,394,46,2,20,637,17,0,1,24,211,68,74,0,22,0,6,165,0,1556,66,5,40,0,0,170,0,-1,-1,-1,48,1744,369,206,0,0,3,50,7,264,14,25,-1,-1,399,0,6,21,0,4,193,134,-1,1,6,20,27,17,331,32,1,4,15,19,-1,0,11,9,2,2,7,375,10,12,45,0,16,113,14,0,2,136,8,-1,53,77,8,8,68,-1,-1,0,31,2,-1,0,11,5,121,37,1,32,1,186,2,119,7,24,-1,-1,-1,1,-1,1008,28,4,79,3,55,124,9,0,41,3,0,0,13,0,385,142,1,9,0,0,11,6,1,-1,0,8,124
