Fra Station:,Aalborg,Aalborg Lufthavn,Aalborg Vestby,Aarhus H,Aarup,Albertslund,Alken,Allerød,Arden,Aulum,Avedøre,Bagsværd,Ballerup,Bedsted Thy,Bernstorffsvej,Birk Centerpark,Birkerød,Bispebjerg,Bjerringbro,Bording,Borris,Borup,Bramming,Brande,Bred,Bredebro,Brejning,Brøndby Strand,Brøndbyøster,Brønderslev,Brøns,Brørup,Buddinge,Bur,Børkop,Carlsberg,Charlottenlund,Danshøj,Dybbølsbro,Dyssegård,Døstrup Sdj,Egedal,Ejby,Emdrup,Engesvang,Esbjerg,Eskilstrup,Espergærde,Farum,Favrholm Station,Flintholm,Fredericia,Frederikshavn,Frederikssund,Friheden,Fruens Bøge,Fuglebakken,Gadstrup,Gelsted,Gentofte,Give,Gjesing,Glostrup,Glumsø,Gredstedbro,Greve,Gråsten,Grøndal,Guldager,Gårde,Gødstrup,Gørding,Hadsten,Hammerum,Hareskov,Haslev,Havdrup,Hedehusene,Hedensted,Hee,Hellerup,Helsingør,Herfølge,Herlev,Herning,Herning Messecenter,Hillerød,Hinnerup,Hjallese,Hjerm,Hjørring,Hjørring Øst,Hobro,Holbæk,Holme-Olstrup,Holmstrup,Holstebro,Holsted,Holte,Horsens,Humlebæk,Humlum,Hundige,Hurup Thy,Husum,Hvalsø,Hvidbjerg,Hviding,Hvidovre,Højby,Høje Taastrup,Højslev,Hørdum,Hørning,Høvelte,Ikast,Ishøj,Islev,Jelling,Jerne,Jersie,Jyderup,Jyllingevej,Jægersborg,KB Hallen,Kalundborg,Kalundborg Øst,Karlslunde,Kauslunde,Kibæk,Kildebakke,Kildedal,Klampenborg,Kliplev,Knabstrup,Kokkedal,Kolding,Korsør,Kvissel,Kværndrup,København H,København Syd (Ny Ellebjerg),"Københavns Lufthavn, Kastrup",Køge,Køge Nord,Langeskov,Langgade,Langå,Laven,Lejre,Lem,Lille Skensved,Lindholm,Lundby,Lunderskov,Lyngby,Lyngs,Malmparken,Middelfart,Måløv,Mørkøv,Nivå,Nordhavn,Nyborg,Nykøbing F,Næstved,Næstved Nord,Nørre Aaby,Nørre Alslev,Nørrebro,Nørreport,Oddesund Nord,Odense,Odense Sygehus,Ordrup,Padborg,Pederstrup,Peter Bangs Vej,Randers,Regstrup,Rejsby,Ribe,Ribe Nørremark,Ringe,Ringkøbing,Ringsted,Roskilde,Roskilde Festivalsplads,Rudme,Rungsted Kyst,Ry,Ryparken,Rødekro,Rødkærsbro,Rødovre,Sejstrup,Sig,Silkeborg,Sindal,Sjælør,Sjørring,Skalbjerg,Skalborg,Skanderborg,Skive,Skjern,Skodsborg,Skovbrynet,Skovlunde,Skærbæk,Skørping,Slagelse,Snedsted,Snekkersten,Solrød Strand,Sorgenfri,Sorø,Spangsbjerg,Sparkær,Stengården,Stenløse,Stenstrup,Stenstrup Syd,Stoholm,Struer,Studsgård,Støvring,Svanemøllen,Svebølle,Svejbæk,Svendborg,Svendborg Vest,Svenstrup,Sydhavn,Sønderborg,Taastrup,Tarm,Taulov,Thisted,Thyregod,Tim,Tinglev,Tistrup,Tjæreborg,Tolne,Tommerup,Trekroner,Troldhede,Tureby,Tårnby,Tølløse,Tønder,Tønder Nord,Udland via Helsingør-Helsingborg overfart,Udland via Padborg grænse,Udland via Tønder grænse,Udland via Øresundsforbindelsen,Uglev,Ulfborg,Ulstrup,Valby,Vallensbæk,Vamdrup,Vangede,Vanløse,Varde,Varde Kaserne,Varde Nord,Vedbæk,Vejen,Vejle,Vejle Sygehus,Veksø,Vemb,Vesterport,Viborg,Viby J,Viby Sj,Vigerslev Allé,Vildbjerg,Vinderup,Vinge,Vipperød,Virum,Visby,Vojens,Vordingborg,Vrå,Værløse,Ydby,Ålholm,Åmarken,Årslev,Ølby,Ølgod,Ølstykke,Ørestad,Østerport
Stenstrup Syd,2,0,0,39,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,19,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,158,0,4,0,0,0,0,0,0,0,0,10,0,0,0,1,0,4,0,0,0,15,17,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,27,4,0,72,91,10,10,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,331,6,0,0,0,0,0,4,0,1679,195,0,0,25,0,0,0,0,0,0,1122,0,19,6,0,7,0,1,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,0,0,1,0,0,0,0,0,73,0,0,3,0,0,0,0,0,3091,885,0,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,34,4
Stoholm,494,10,15,1663,1,0,0,0,19,6,0,0,0,4,0,0,2,5,644,0,0,0,1,5,0,0,0,1,0,48,0,0,1,4,0,0,4,0,4,0,0,0,0,2,0,2,0,6,1,0,0,56,21,0,4,0,4,0,0,0,4,0,4,0,0,0,0,1,0,0,16,0,85,1,0,0,0,2,0,2,0,0,0,5,90,0,11,98,0,7,30,0,52,1,0,0,72,0,0,170,0,0,0,2,0,10,2,0,0,0,9,431,37,24,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,21,28,0,0,160,7,14,0,1,0,0,107,0,0,0,0,10,1,1,24,25,0,8,0,1,0,0,61,0,2,0,0,0,0,26,0,148,0,0,1,0,0,137,0,0,3,0,0,38,42,6,0,0,1,19,0,14,153,4,0,1,17,0,0,2,0,1,14,13299,11,0,0,2,0,14,18,0,0,0,0,0,0,642,0,15,0,0,0,505,0,46,6,0,8,7,0,9,0,2,4,5,4,5,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,16,54,7,0,0,0,1,6,0,0,0,16,90,0,0,0,0,38670,7,0,0,5,407,0,0,0,0,3,15,0,0,0,0,0,1,0,6,0,2,2
Struer,3205,8,60,7196,39,22,40,35,96,920,4,22,36,696,11,96,28,0,882,157,13,10,44,568,1,2,19,1,48,115,0,80,1,77,26,8,15,21,105,1,0,1,46,8,99,346,1,70,9,0,8,1276,111,22,14,0,6,0,8,11,287,59,78,1,29,0,24,4,50,7,2440,6,429,91,0,11,0,14,221,81,509,150,11,18,6779,44,157,450,4,8761,328,0,583,86,4,1,40765,23,56,1609,90,6489,4,3568,2,14,20658,5,39,0,454,543,234,86,0,582,14,8,126,9,0,0,1,19,0,1,4,0,0,65,7,10,78,8,0,60,335,218,0,0,16081,115,1641,85,303,24,8,1020,16,19,159,0,22,1,59,120,3210,0,320,28,0,32,45,273,153,212,0,35,23,0,233,570,3134,15,11,36,0,4,1501,1,1,35,9,8,2460,769,710,0,4,37,327,6,120,340,1,1,9,1543,14,23,469,4,201,694,13158,554,11,0,17,2,213,631,524,30,5,10,224,36,66,7,8,3,3,480,0,9,134,23,3,55,67,66,137,21,97,15,151,9,4813,61,284,88,72,16,15,60,61,32,4,47,7,2,4,0,3,0,0,3732,1687,127,637,6,27,11,14,350,14,49,15,61,1226,61,4,2629,11,9648,191,5,0,1285,16371,0,2,14,0,147,149,61,42,684,0,10,2,10,154,0,158,190
Studsgård,5,0,0,69,0,0,0,1,0,7,0,50,0,0,0,4,0,0,0,24,27,0,2,83,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,49,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,18,0,0,30,0,0,0,0,1,0,0,0,0,0,11174,38,1,0,0,0,0,0,4,0,0,0,83,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,2,2,0,89,0,0,0,0,0,0,1,0,0,0,0,0,0,596,0,0,0,0,0,0,0,0,0,0,23,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,5,0,0,0,14,0,5,0,0,0,5,95,0,0,0,0,0,4,0,228,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,3,0,10,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,5,0,0,51,0,0,1,0,0,2,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Støvring,88142,627,8428,6260,4,3,4,0,4595,2,0,0,0,0,0,0,1,0,108,53,0,1,19,49,0,1,8,0,0,1981,0,4,0,0,2,0,7,0,0,0,0,0,1,0,8,133,0,3,1,0,1,184,559,0,0,0,0,0,3,0,8,0,7,0,0,0,13,0,0,0,4,0,289,70,0,0,0,2,8,0,40,8,6,1,153,0,24,33,0,0,1755,56,10778,16,0,0,89,1,0,275,2,0,0,5,3,2,6,0,0,0,54,24,0,22,0,34,3,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,10,3,0,3,112,30,31,4,1588,80,175,22,47,5,0,324,4,0,0,0,4799,3,3,4,0,0,81,0,0,0,8,51,46,18,0,6,1,0,27,0,385,0,13,9,0,0,3463,0,0,2,0,4,7,104,127,0,0,2,63,10,39,8,0,0,0,177,242,3,11,0,3893,274,317,32,5,0,0,0,20471,126,0,2,0,0,11,1,10,0,0,4,0,46,136,0,0,7,0,7,0,13,9309,3,33,0,5,3,1,0,0,6,0,0,12,3,3,0,0,14,6,0,0,0,1,0,4,4,0,73,40,0,17,0,9,12,0,0,0,23,573,0,0,0,0,244,8,8,3,10,26,0,22,0,0,20,2,350,0,0,0,0,0,0,0,0,28,7
Svanemøllen,155,10,3,1360,21,17111,4,38440,3,0,7143,35063,9909,46,13913,2,37419,1593,12,3,4,698,24,31,0,0,24,8678,12106,1,0,0,44221,0,3,28851,29651,1772,59307,9479,0,991,33,31094,0,281,35,689,27432,291,6357,576,32,5718,17030,10,2210,92,7,23364,1,0,23498,136,0,5613,2,3983,0,0,6,0,202,0,10155,1469,249,2173,4,0,41591,1648,287,10847,158,1,81878,23,27,1,11,0,28,5013,90,0,52,0,28630,391,1124,0,9247,5,6373,826,4,1,9996,10,12889,9,1,21,282,9,13515,1993,22,0,2771,254,1418,26724,1821,596,294,4062,0,0,18184,1673,25998,1,52,1208,707,396,0,36,121718,21722,1563,9874,4287,47,3459,8,0,626,0,27,7,84,26,104479,0,5772,394,7051,124,545,39113,3782,1064,5060,44,7,44,6270,353837,0,4067,43,31192,1,0,3005,91,71,0,13,1,30,4,2721,15897,0,0,667,25,16800,105,1,9903,4,0,193,3,22329,4,0,0,438,29,16,417,3439,5628,8,7,2818,2,426,6679,22832,2805,0,0,15875,2717,3,0,6,23,0,7,0,64,10,143,43,0,36479,67,8757,1,3,36,2,0,29,7,1,3,91,5700,4,67,864,894,0,0,0,0,0,56647,1,0,2,52747,9054,10,15328,5782,45,16,4,699,68,458,1,619,0,94324,49,15,491,1132,13,21,191,193,19672,1,42,867,0,19638,0,1953,8753,5,7666,2,2021,734,71198
Svebølle,10,0,0,22,0,116,0,14,0,0,40,13,6,0,1,0,44,5,0,0,0,2,0,4,0,0,0,8,61,0,0,0,90,0,0,41,8,7,86,2,0,1,0,15,0,3,1,2,42,0,44,2,0,17,17,0,2,5,0,7,5,0,280,3,0,7,1,2,0,0,0,0,0,0,0,2,7,171,0,0,115,23,0,45,1,0,60,0,0,0,0,0,7,9409,15,0,1,0,21,6,13,0,3,0,30,74,0,0,20,0,1010,0,0,0,0,0,5,9,0,0,10,3753,4,85,6,8949,1990,3,0,0,22,0,79,0,78,18,8,2,0,0,5996,23,456,95,0,0,0,1,0,16,0,3,2,7,0,141,0,4,0,9,772,1,67,11,32,55,0,0,0,6,829,0,108,0,10,0,0,74,2,328,0,0,0,4,0,40,6337,0,0,0,0,27,1,0,92,0,0,0,0,62,0,0,0,6,0,0,0,3,14,4,0,28,0,1,10,22,5,0,0,22,3,0,0,0,2,0,0,64,0,0,0,0,0,61,1,217,0,0,0,0,0,0,0,0,0,6,1064,0,0,35,181,0,0,0,8,0,16,0,0,0,492,9,0,10,50,0,0,0,6,0,19,0,0,0,32,0,0,7,0,0,0,0,35,28,0,0,43,0,15,0,2,6,33,29,0,0,142,207
Svejbæk,420,0,20,15397,11,0,71,5,0,13,1,4,6,0,0,54,1,4,5,78,0,0,4,10,0,0,18,0,0,13,0,5,1,0,5,14,1,1,15,4,0,0,4,3,93,34,0,5,5,0,5,228,9,6,0,3,0,0,1,0,4,0,0,0,0,1,6,0,0,0,386,0,23,57,5,0,0,0,49,248,23,0,0,4,847,18,17,69,10,0,29,0,94,6,0,1,123,0,9,1158,0,2,0,5,1,0,1,0,0,0,17,0,0,160,0,395,0,0,7,0,4,0,1,3,0,0,0,0,0,5,0,0,1,0,0,8,73,20,0,0,854,1,62,6,2,1,4,38,468,0,0,0,13,0,17,46,0,10,76,5,0,2,54,51,0,2,0,4,0,4,38,0,174,4,7,0,0,0,370,0,0,7,2,4,2,34,50,0,0,6,1483,9,21,0,9,0,3,7322,0,0,0,1,7,2548,11,36,1,0,0,0,10,35,0,0,1,10,5,8,0,2,0,0,0,6,45,5,7,10,0,0,10,1,2,6,25,0,7,0,9,1,1,9,0,0,0,7,1,0,0,1,0,2,0,0,116,0,40,1,0,2,17,0,0,0,0,26,0,3,0,29,675,0,2,5,4,11,1078,0,0,5,0,0,4,1,0,7,4,13,1,0,0,4,0,0,4,0,18,25
Svendborg,867,27,31,4071,415,70,27,125,4,6,12,37,47,0,21,4,67,4,76,23,0,19,139,94,39,7,47,8,63,43,0,37,70,0,77,83,65,62,79,43,1,31,696,65,10,810,6,102,53,6,84,1971,91,45,44,5424,20,4,207,73,39,5,84,4,0,12,84,29,5,2,6,0,43,5,47,0,10,10,27,14,285,333,0,91,221,0,383,65,11270,2,129,0,157,71,4,36,101,10,126,827,103,5,1,8,100,19,1,3,34,979,173,7,0,12,4,42,13,39,99,2,8,6,21,41,11,8,0,7,10,4,42,0,51,4,0,158,2540,398,8,6936,8343,167,1053,76,124,540,26,24,5,33,4,4,50,0,145,197,0,13,2987,43,4,31,248,862,125,421,0,690,4,27,681,0,91054,15768,70,10,371,30,269,0,9,94,8,21194,15,555,697,0,925,98,121,52,112,4,95,0,1,274,16,97,7,106,6,784,129,38,25,19,13,18,19,943,5,41,7,79,346,1,4,105,55,16866,3546,7,57,0,0,143,0,10,0,9603,4,65,131,15,25,4,53,4,0,49,10,4,0,722,87,0,0,54,100,13,9,0,2369,0,42,1,5,3,303,19,71,38,104,111,28,3,19,228,1626,4,4,3,31,204,125,6,4,13,8,0,10,61,0,222,148,8,79,0,4,26,4118,16,10,38,78,376
Svendborg Vest,421,54,0,1946,197,49,1,53,0,0,1,10,31,0,24,2,23,7,14,2,0,0,99,10,0,5,4,4,8,16,0,44,20,0,17,41,3,44,31,8,0,0,81,77,1,310,0,17,12,0,41,649,44,34,7,1554,6,0,85,18,4,0,36,4,1,5,33,4,1,4,4,4,15,5,13,0,0,0,31,0,66,144,0,90,85,0,163,8,5377,0,14,0,62,61,0,4,21,6,68,738,19,0,19,25,4,6,4,0,23,566,84,4,2,0,0,4,7,12,37,0,0,4,15,32,5,0,0,0,0,1,17,0,10,0,0,29,976,60,0,2852,3354,54,630,36,70,267,27,4,4,4,0,0,35,4,33,102,0,6,1014,7,4,6,64,475,40,81,0,160,4,18,550,0,33422,6912,25,6,283,14,129,0,0,20,5,11066,2,383,233,0,322,10,46,19,74,1,20,0,0,125,14,16,25,13,0,393,27,56,112,0,10,0,27,509,0,13,0,7,57,0,0,9,4,4695,908,0,64,0,13,43,0,1,9243,0,0,21,54,1,0,6,36,4,0,17,0,4,0,138,19,2,0,14,4,0,3,0,0,0,82,0,0,2,114,6,27,18,17,14,10,4,4,77,789,2,4,1,18,76,24,0,4,0,1,0,4,20,0,168,27,4,14,0,10,20,3028,0,11,27,31,147
Svenstrup,57298,576,7595,4834,2,10,0,0,1852,2,3,0,3,1,0,0,0,0,86,0,0,0,36,13,0,0,7,0,0,603,0,6,0,0,5,0,3,0,3,0,0,0,1,0,0,108,0,1,0,0,0,87,260,3,0,0,0,0,0,0,14,12,0,0,0,3,8,0,0,0,0,1,199,0,0,0,0,8,16,0,23,10,0,0,75,2,1,35,4,0,1029,417,4571,6,0,1,32,0,0,146,2,0,0,10,0,0,1,0,0,0,32,3,0,10,0,17,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,55,16,2,0,866,17,55,6,33,1,0,215,4,0,0,0,10359,0,5,3,0,0,44,0,0,6,0,37,3,15,0,14,0,0,4,0,243,0,0,3,0,3,1298,0,0,0,0,0,3,52,30,0,0,0,22,0,13,19,0,1,0,69,73,0,0,0,933,184,132,4,2,0,0,0,8207,88,0,0,0,0,15,0,0,7,0,0,0,9,139,0,9010,0,0,2,4,0,0,4,17,0,0,1,9,0,0,2,0,0,1,2,5,0,0,2,0,0,0,0,0,0,0,0,0,12,20,0,8,3,0,0,0,0,0,29,307,0,0,1,0,142,11,0,0,34,15,0,0,0,0,23,7,123,0,0,0,0,0,0,0,0,4,11
Sydhavn,187,7,20,892,8,3114,2,12414,0,19,10922,6870,1047,0,5064,0,15981,1823,3,0,0,182,25,0,3,0,0,10707,3428,16,0,0,6614,0,0,1324,3621,481,36875,1599,0,111,37,8308,0,89,10,565,6834,93,3054,395,0,717,29042,4,3481,199,0,7648,0,0,6447,73,0,11300,9,2058,0,0,0,0,13,0,895,856,128,1891,11,0,25436,832,260,2533,49,0,28317,9,7,0,20,0,33,2636,192,0,27,0,11306,146,742,0,17726,0,1955,647,4,7,1625,19,4051,0,4,0,200,5,26162,537,25,0,3674,311,172,14568,2252,271,39,8431,0,0,3323,1623,2901,0,59,800,186,473,0,0,179394,18383,4321,17560,7404,23,188,28,1,480,0,178,7,20,4,50762,0,974,155,721,88,332,51445,804,738,3419,113,11,65,3524,224350,0,3310,35,1783,0,0,254,27,90,0,10,0,22,4,2917,11057,0,4,367,11,8960,45,0,2202,0,0,85,0,8151,4,0,7,262,13,2,286,781,539,10,7,1488,3,169,11334,5100,492,1,0,2546,382,4,0,0,21,0,3,36397,61,6,65,21,4,0,10,1118,4,0,19,1,0,7,0,13,0,7,1589,0,86,327,229,1,0,0,0,0,34478,0,2,0,4865,17169,0,2192,1870,2,0,0,328,7,252,0,99,0,37509,17,11,397,954,4,0,54,122,5905,0,23,635,0,2468,0,1912,6556,2,8266,0,276,486,54495
Sønderborg,1809,0,15,8353,64,17,0,55,13,3,3,6,38,0,14,1,56,3,21,3,4,47,508,47,1,36,28,16,12,15,4,66,24,0,48,7,35,2,22,22,0,54,51,38,21,2440,0,81,34,3,46,3423,8,20,0,0,0,0,8,1,15,6,17,6,6,5,4359,1,4,4,13,7,118,9,15,4,0,20,60,1,905,147,1,15,460,0,113,40,10,0,140,0,175,175,2,0,165,35,37,821,36,0,8,2,33,28,1,5,37,10,700,3,0,40,0,44,7,11,20,6,0,6,0,6,0,6,0,7,0,0,11,0,60,1794,0,99,7791,266,0,6,24297,135,3850,168,151,35,7,301,2,34,11,0,31,0,735,95,0,3,724,14,2,32,84,377,161,267,0,116,20,4,349,0,11532,77,18,8,0,10,260,3,27,51,11,54,43,849,1044,0,4,23,48,12,3816,4,15,0,25,218,26,4,0,0,24,779,166,74,12,0,22,10,49,810,0,26,7,25,272,6,4,20,1,4,0,2,98,0,33,67,1,25,137,56,20,10,0,1,12,17,12,13,0,4600,10,9,0,61,51,0,0,31,9,0,1,0,1344,0,2,10,1,1,832,0,529,2,28,136,25,0,41,405,1777,0,3,4,11,161,92,6,0,18,3,0,11,21,7,2509,111,0,5,4,0,17,10,9,8,1,123,270
Taastrup,48,0,3,220,8,56054,0,848,3,6,678,1320,392,0,442,0,714,10128,14,0,0,844,14,4,0,0,0,152,20714,0,2,0,1999,0,0,37082,1103,8958,35445,644,0,221,3,3669,0,45,9,152,1764,12,17936,161,10,1021,404,0,5467,90,0,590,5,3,98572,124,0,330,2,4613,0,0,0,0,11,0,187,297,336,2551,3,0,5761,503,22,3853,53,0,4017,7,6,0,24,3,23,1989,17,0,6,0,613,35,175,0,232,0,1612,563,3,0,23185,0,72571,0,0,0,1,0,286,335,0,0,61,225,301,716,3935,223,36,121,0,0,1381,131,1489,0,40,292,58,196,0,0,132358,3855,2140,585,138,23,194,6,0,242,0,100,0,45,20,5791,0,425,97,365,85,146,20173,321,383,1989,7,4,32,18117,111938,0,750,6,685,3,0,2531,40,51,0,0,0,14,0,1910,22810,0,0,105,3,9891,11,0,42415,0,0,26,0,300,0,0,0,49,9,0,22,129,1143,5,0,3217,0,667,162,570,341,0,0,564,344,0,0,4,15,0,0,8750,217,0,15,1,0,1110,1,0,0,0,1,0,0,0,0,0,0,4,6157,0,17,817,598,0,0,0,0,0,18815,0,0,0,71585,142,0,1107,2267,8,0,0,69,16,50,0,171,0,28317,34,4,3663,2650,4,0,12,83,576,0,7,589,3,446,0,3067,409,4,269,1,208,2545,25439
Tarm,113,0,4,795,1,1,22,0,0,39,2,0,0,2,0,63,9,0,6,12,400,0,30,25,0,6,25,4,0,10,0,23,1,0,11,0,0,0,2,0,3,4,6,1,6,1066,0,1,1,0,4,113,12,11,0,0,2,0,4,0,42,165,2,0,0,0,1,0,31,69,132,14,14,28,0,2,0,0,19,24,5,5,0,2,2837,82,46,2,0,0,21,0,12,4,0,0,743,27,1,64,0,0,0,1,0,0,2,0,4,0,63,4,1,35,0,62,4,0,8,58,0,0,0,0,0,1,0,2,0,258,2,0,0,0,0,0,324,7,0,0,297,0,19,12,13,6,0,3,247,0,748,0,0,1,38,7,1,0,42,0,0,0,12,20,15,0,0,0,2,0,31,0,205,0,0,13,0,1,51,0,0,26,14,0,2306,57,32,0,0,0,6,1,35,9,4,9,115,303,1,0,0,0,1,39,25,14643,0,0,4,11,25,46,1,0,0,16,13,303,0,19,0,0,0,2,126,7,5,1,0,5,24,0,0,4,12,0,0,0,10,5,60,9,91,15,0,0,0,215,1,1,0,13,0,0,0,0,0,1,25,38,23,0,0,1,0,1558,135,127,0,103,171,5,0,21,3,41,49,7,0,16,2,0,0,1,0,23,5,4,1,2,0,0,0,2,1780,0,6,8
Taulov,38,0,0,1168,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,206,2,0,1,102,0,0,0,0,95,0,0,135,3,0,0,0,3,0,0,51,0,58,609,0,0,7,0,0,5710,0,0,0,0,0,0,0,0,8,4,0,0,0,0,7,0,0,0,0,74,57,0,0,0,0,0,59,0,10,0,0,0,59,0,0,11,4,0,0,0,20,0,0,0,7,43,0,207,0,0,0,0,3,0,0,6,3,0,11,0,0,0,0,1,0,0,29,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,9729,6,0,0,221,13,16,1,8,7,0,14,0,0,0,0,0,0,150,0,0,3,198,0,0,0,0,13,2,1,0,2,0,0,13,0,910,6,0,69,0,3,6,0,4,54,9,4,1,36,16,0,0,0,3,0,37,0,0,0,1,58,0,3,0,0,0,62,2,33,0,0,0,10,0,52,0,0,0,0,5,1,0,0,0,0,0,4,7,0,3,3,0,0,4,6,2,0,13,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,10,13,0,61,0,0,0,0,0,7,0,71,0,0,53,0,0,0,353,2026,0,0,0,0,9,29,0,0,0,0,0,0,0,4,28,2,0,3,0,0,0,0,1,7,0,4,2
Thisted,13,6,2,488,21,13,0,6,0,85,0,0,3,13612,0,4,11,5,21,26,2,0,9,42,0,2,2,4,10,20,2,6,0,0,1,8,13,3,10,2,0,0,2,6,6,152,0,28,8,0,0,281,10,1,5,0,1,0,6,7,115,7,21,1,2,6,6,0,5,0,23,1,43,15,0,0,1,0,4,13,14,11,0,11,1012,1,55,16,4,25,49,8,7,38,13,0,1195,2,15,104,1,218,4,32121,3,0,410,2,36,1,63,17,5342,4,0,98,1,0,72,2,0,4,14,49,0,0,0,1,0,9,5,4,5,4,0,3,150,40,0,14,1047,5,67,0,15,0,2,5,10,0,11,0,0,0,28,34,150,6,52,7,0,0,40,44,21,53,0,4,0,1,60,9,259,1,2,1,0,0,24,0,0,14,1,1,225,97,62,0,0,1,25,7,43,17,4,0,7,234,0,9,6643,0,0,55,96,109,0,0,10,0,7,210,26054,8,0,1,42,16,2,6,0,0,13,3,4826,0,1,36,0,15,51,34,9,19,12,1,12,0,0,24,18,21,4,5,7,0,4,0,0,4,0,18,0,0,751,0,0,202,49,1,33,1,21,8,12,72,0,22,0,13,811,40,0,23,5,134,7,0,0,121,72,0,0,0,0,18,28,1,0,2494,4,4,4,1,10,1,20,27
Thyregod,124,0,4,2093,11,0,0,4,2,13,0,0,0,0,0,13,5,0,0,5,2,1,6,3064,0,0,8,0,0,0,0,5,0,0,24,5,6,0,0,0,0,0,0,10,3,29,0,0,0,0,4,482,6,6,0,0,0,0,4,0,5226,4,1,0,5,0,7,0,0,0,28,2,83,12,1,0,0,4,192,2,72,17,0,14,1747,4,7,2,2,0,0,0,42,20,0,0,105,0,13,409,4,1,0,16,0,0,0,0,0,0,30,0,6,0,0,57,0,0,1258,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,6,63,22,0,0,1104,18,79,4,12,18,0,1,1,3,0,0,0,0,1,14,0,0,58,0,0,17,4,14,20,8,0,12,0,0,21,0,651,10,19,7,0,1,42,0,0,0,0,2,8,128,122,0,0,2,25,0,81,2,0,0,0,214,4,6,18,0,0,301,16,28,4,0,1,4,8,77,1,3,0,0,32,6,0,0,0,6,0,2,65,3,0,2,0,3,7,4,0,1,13,0,14,13,19,0,1,11,15,0,0,0,0,0,0,8,19,0,0,0,57,0,0,0,2,0,20,6,44,0,6,6,0,3,1,6,13643,1300,0,0,0,3,109,0,0,42,2,0,0,6,0,13,7,0,1,0,0,0,10,0,3,0,19,2
Tim,1,0,0,47,0,0,494,0,0,3,0,0,0,1,0,0,0,0,4,3,2,0,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,5,0,0,0,0,2,0,0,1,20,0,1,1,0,0,0,0,0,650,0,0,0,1,162,0,7,0,0,3,0,0,2,0,0,0,5010,1,0,12,0,34,0,7,0,0,0,0,0,0,4,31,32,2,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,41,0,0,0,4,0,2,19,2,0,0,1,0,0,892,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,0,28,0,0,0,0,0,4,0,0,0,0,1,3895,6,10,0,0,0,63,0,3,1,1,0,1,12,0,0,0,0,0,6,15,2297,0,0,0,0,0,13,1,0,0,0,0,1,0,0,0,0,0,0,284,3,0,0,0,1,0,0,0,0,0,0,60,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,1131,6,0,0,0,0,0,8,0,1,0,15,14,0,0,75,0,36,6,0,0,21,4,0,0,0,0,1,0,0,0,2,0,0,0,0,6,0,0,0
