Fra Station:,Aalborg,Aalborg Lufthavn,Aalborg Vestby,Aarhus H,Aarup,Albertslund,Alken,Allerød,Arden,Aulum,Avedøre,Bagsværd,Ballerup,Bedsted Thy,Bernstorffsvej,Birk Centerpark,Birkerød,Bispebjerg,Bjerringbro,Bording,Borris,Borup,Bramming,Brande,Bred,Bredebro,Brejning,Brøndby Strand,Brøndbyøster,Brønderslev,Brøns,Brørup,Buddinge,Bur,Børkop,Carlsberg,Charlottenlund,Danshøj,Dybbølsbro,Dyssegård,Døstrup Sdj,Egedal,Ejby,Emdrup,Engesvang,Esbjerg,Eskilstrup,Espergærde,Farum,Favrholm Station,Flintholm,Fredericia,Frederikshavn,Frederikssund,Friheden,Fruens Bøge,Fuglebakken,Gadstrup,Gelsted,Gentofte,Give,Gjesing,Glostrup,Glumsø,Gredstedbro,Greve,Gråsten,Grøndal,Guldager,Gårde,Gødstrup,Gørding,Hadsten,Hammerum,Hareskov,Haslev,Havdrup,Hedehusene,Hedensted,Hee,Hellerup,Helsingør,Herfølge,Herlev,Herning,Herning Messecenter,Hillerød,Hinnerup,Hjallese,Hjerm,Hjørring,Hjørring Øst,Hobro,Holbæk,Holme-Olstrup,Holmstrup,Holstebro,Holsted,Holte,Horsens,Humlebæk,Humlum,Hundige,Hurup Thy,Husum,Hvalsø,Hvidbjerg,Hviding,Hvidovre,Højby,Høje Taastrup,Højslev,Hørdum,Hørning,Høvelte,Ikast,Ishøj,Islev,Jelling,Jerne,Jersie,Jyderup,Jyllingevej,Jægersborg,KB Hallen,Kalundborg,Kalundborg Øst,Karlslunde,Kauslunde,Kibæk,Kildebakke,Kildedal,Klampenborg,Kliplev,Knabstrup,Kokkedal,Kolding,Korsør,Kvissel,Kværndrup,København H,København Syd (Ny Ellebjerg),"Københavns Lufthavn, Kastrup",Køge,Køge Nord,Langeskov,Langgade,Langå,Laven,Lejre,Lem,Lille Skensved,Lindholm,Lundby,Lunderskov,Lyngby,Lyngs,Malmparken,Middelfart,Måløv,Mørkøv,Nivå,Nordhavn,Nyborg,Nykøbing F,Næstved,Næstved Nord,Nørre Aaby,Nørre Alslev,Nørrebro,Nørreport,Oddesund Nord,Odense,Odense Sygehus,Ordrup,Padborg,Pederstrup,Peter Bangs Vej,Randers,Regstrup,Rejsby,Ribe,Ribe Nørremark,Ringe,Ringkøbing,Ringsted,Roskilde,Roskilde Festivalsplads,Rudme,Rungsted Kyst,Ry,Ryparken,Rødekro,Rødkærsbro,Rødovre,Sejstrup,Sig,Silkeborg,Sindal,Sjælør,Sjørring,Skalbjerg,Skalborg,Skanderborg,Skive,Skjern,Skodsborg,Skovbrynet,Skovlunde,Skærbæk,Skørping,Slagelse,Snedsted,Snekkersten,Solrød Strand,Sorgenfri,Sorø,Spangsbjerg,Sparkær,Stengården,Stenløse,Stenstrup,Stenstrup Syd,Stoholm,Struer,Studsgård,Støvring,Svanemøllen,Svebølle,Svejbæk,Svendborg,Svendborg Vest,Svenstrup,Sydhavn,Sønderborg,Taastrup,Tarm,Taulov,Thisted,Thyregod,Tim,Tinglev,Tistrup,Tjæreborg,Tolne,Tommerup,Trekroner,Troldhede,Tureby,Tårnby,Tølløse,Tønder,Tønder Nord,Udland via Helsingør-Helsingborg overfart,Udland via Padborg grænse,Udland via Tønder grænse,Udland via Øresundsforbindelsen,Uglev,Ulfborg,Ulstrup,Valby,Vallensbæk,Vamdrup,Vangede,Vanløse,Varde,Varde Kaserne,Varde Nord,Vedbæk,Vejen,Vejle,Vejle Sygehus,Veksø,Vemb,Vesterport,Viborg,Viby J,Viby Sj,Vigerslev Allé,Vildbjerg,Vinderup,Vinge,Vipperød,Virum,Visby,Vojens,Vordingborg,Vrå,Værløse,Ydby,Ålholm,Åmarken,Årslev,Ølby,Ølgod,Ølstykke,Ørestad,Østerport
Tinglev,448,0,16,2601,39,21,0,33,2,19,0,0,10,4,0,9,23,0,7,2,0,17,68,5,0,0,20,3,3,3,0,15,3,0,37,2,12,1,28,0,0,3,11,8,38,408,3,8,5,0,6,840,11,13,64,6,0,0,1,11,18,5,17,0,2,16,974,0,0,2,4,10,52,6,7,28,0,7,26,0,305,70,0,17,210,1,65,1,0,0,8,15,97,42,0,0,82,38,4,323,24,0,7,6,4,8,0,6,26,10,228,1,0,1,0,50,8,0,26,4,0,6,3,40,10,0,0,13,0,1,11,3,52,459,0,36,1716,126,0,6,7107,82,896,28,32,8,0,56,9,0,0,0,11,8,212,15,1,3,131,10,0,11,23,110,80,93,0,17,11,3,151,0,1874,47,39,1999,0,0,102,6,35,11,1,24,22,251,281,0,0,5,31,11,5261,2,2,4,0,144,0,11,0,2,1,238,33,40,0,0,2,11,2,237,0,24,3,7,38,3,0,3,55,0,0,0,83,0,6,29,0,9,47,17,6,7,4632,0,9,11,21,14,0,0,3,7,0,31,14,4,6,10,2,10,0,0,1830,0,6,0,1,1,257,1,233,4,11,66,1,0,7,75,450,15,0,1,12,186,72,13,0,7,4,0,1,7,0,1115,104,0,20,0,0,39,10,0,3,0,44,84
Tistrup,42,0,0,153,1,1,2,0,0,5,0,0,5,0,0,0,0,0,1,3,5,0,30,9,0,0,16,0,0,4,0,104,0,0,2,0,0,0,0,0,0,0,0,0,2,4126,0,0,0,0,1,33,0,0,0,0,0,0,4,0,3,419,1,0,0,0,1,0,120,257,7,72,0,3,0,0,0,0,13,1,5,0,0,1,207,7,0,2,0,0,5,6,17,0,0,0,58,6,0,54,6,0,0,0,0,0,0,4,0,0,8,0,0,33,0,43,0,0,3,145,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,132,4,0,0,34,0,0,0,0,0,0,16,0,1,4,0,0,0,15,0,0,0,22,0,0,0,31,0,17,1,0,0,0,0,7,0,128,4,0,0,0,0,35,0,0,37,9,4,97,10,6,0,0,0,21,0,7,0,0,3,2284,40,0,0,3,0,1,22,11,282,0,0,0,0,4,10,0,0,0,0,0,2559,0,0,0,1,0,0,69,13,0,7,0,0,10,0,0,0,10,0,98,0,2,10,0,3,0,2,0,0,0,9,0,1,0,0,0,0,41,0,0,0,9,9,8,0,2,1,0,9174,195,10175,0,86,53,7,0,6,0,9,12,0,0,8,4,0,0,0,0,11,1,4,0,0,0,0,0,0,2409,0,0,14
Tjæreborg,16,0,0,122,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,10175,0,0,509,0,0,0,0,12,83,0,0,6,0,0,0,1,1,0,0,6,0,2,32409,0,0,0,0,0,623,0,7,0,0,0,0,6,0,0,1838,0,0,280,0,15,0,75,0,0,708,8,2,0,0,0,0,8,0,2,0,0,0,37,0,10,2,1,0,10,0,6,0,0,0,10,1111,0,66,0,0,4,0,4,0,0,49,0,0,17,0,0,0,0,23,0,0,0,3176,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,4,4488,18,0,0,79,1,27,0,0,0,0,0,0,0,0,0,0,0,130,0,1,0,43,0,0,0,1,9,1,0,0,0,0,0,9,0,242,3,1,4,0,0,6,0,45,1811,683,8,29,4,12,0,0,0,2,0,36,0,0,88,0,12,0,0,0,0,0,31,0,72,0,0,0,19,0,3,8,0,0,0,6,1079,0,0,0,0,0,0,19,0,0,1,0,0,4,4,0,13,9,0,12,0,2,0,0,7,3,0,0,4,1,0,0,2,0,48,5,0,0,0,0,0,1,0,3,0,75,0,0,761,27,20,6,957,110,4,0,3,0,0,6,0,0,5,0,0,0,0,3,64,0,0,0,0,0,0,0,0,10,0,0,1
Tolne,2003,10,366,728,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3392,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,108,0,0,0,0,0,0,0,0,0,0,0,63,4,3,5,0,0,2885,2264,184,13,0,0,11,0,0,38,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,0,11,0,0,0,13,0,0,156,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,309,0,0,0,1,0,0,20,3,0,0,0,0,0,0,0,0,0,0,24,2923,0,0,0,2,9,5,15,0,0,0,0,17,10,0,0,0,0,0,0,0,0,0,0,0,0,15,0,12,3,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,59,0,72,0,0,0,3,0,0,0,0,0,0,0,0,0,22,0,0,0,0,6,6,0,0,0,6,0,0,0,0,3,0,284,0,0,0,0,0,0,0,0,0,0
Tommerup,165,0,0,803,4067,35,0,27,1,12,0,3,17,0,3,1,14,0,14,6,0,30,62,15,217,0,39,3,2,18,0,13,4,0,33,9,0,0,65,3,0,0,402,3,2,220,2,7,4,0,23,2634,4,3,0,457,0,0,197,10,3,0,25,0,0,3,11,3,0,0,0,1,7,0,10,0,0,7,31,0,159,23,0,18,197,2,19,24,122,0,0,0,87,23,0,76,69,4,44,101,17,0,0,1,20,8,1,4,7,40,253,0,0,56,3,3,0,3,44,2,0,0,3,10,1,0,0,3,82,0,4,16,11,6,0,4,668,118,0,33,3278,121,406,15,129,19,0,31,4,0,1,0,3,0,6,23,0,3,2031,17,0,2,6,611,15,38,0,2269,0,16,460,0,62791,514,30,15,0,0,49,0,37,1,7,3466,1,159,240,0,19,8,43,7,55,6,14,0,0,52,0,10,0,92,4,102,12,4,0,0,0,1,10,224,0,1,0,3,231,0,0,3,27,37,4,0,57,0,0,91,0,7,746,140,4,7,54,4,0,0,0,1,0,42,0,4,0,0,57,0,0,4,0,4,0,0,94,0,1,0,1,0,174,0,31,0,4,31,0,0,0,126,462,6,3,0,1,27,114,21,0,12,0,0,0,0,0,79,12,0,21,0,3,13,343,7,1,0,38,75
Trekroner,181,7,0,775,2,5801,0,378,0,0,480,201,537,0,331,1,649,1968,6,4,0,15312,53,3,0,0,2,185,4277,0,0,1,573,0,9,7388,443,802,8199,247,0,98,22,1222,0,199,86,22,404,1,5105,129,0,418,143,0,4952,1180,1,406,6,0,13073,1815,0,277,7,427,0,0,0,1,15,0,61,452,1093,15972,9,0,4129,283,1061,2517,94,0,1511,2,19,0,13,0,18,6624,19,0,42,3,667,137,63,0,455,4,1872,11788,0,0,4187,0,63060,10,0,4,7,1,89,2690,11,0,121,235,498,768,598,941,186,61,0,0,459,34,649,14,77,309,317,433,0,4,299863,294,5441,9976,159,44,185,33,0,6476,0,1119,11,87,7,2181,0,181,275,889,159,93,5920,926,1594,9846,98,5,266,1361,131241,0,2751,17,516,8,0,954,59,115,0,0,4,10,1,10311,90788,0,0,104,8,1592,25,1,3422,0,0,62,0,308,1,33,0,230,8,0,47,34,2192,0,2,3192,12,50,160,622,2622,0,0,404,217,6,0,0,63,0,25,5701,1084,1,87,19,4,1585,38,6155,0,0,4,0,0,17,0,1,0,57,0,0,264,134,2705,0,0,0,3,0,830,0,0,0,184817,361,2,1401,4566,2,0,0,27,59,318,0,112,0,2061,16,0,8375,30,19,0,43,293,501,0,31,1099,0,275,3,266,35,10,2815,0,35,7007,45850
Troldhede,14,0,0,249,0,1,0,0,0,8,1,0,0,0,0,218,3,0,0,3,139,0,5,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,79,0,0,0,0,0,28,0,0,11,0,0,0,0,0,6,2,0,0,0,0,0,0,5,0,39,1,4,56,0,0,0,0,3,4,0,0,0,0,9500,88,19,0,0,0,6,0,27,0,0,0,104,0,0,85,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,167,0,0,6,0,0,0,0,0,0,0,0,0,0,627,0,0,0,0,0,0,41,0,0,0,45,0,0,5,3,0,0,0,2,0,40,0,0,0,0,5,0,0,11,0,0,0,0,1,1,0,0,0,0,0,1,0,8,0,0,1,0,0,38,0,0,2,0,4,187,2,0,0,0,0,12,0,0,0,4,0,5,59,0,0,0,0,0,16,10,5423,0,0,0,3,0,10,0,0,0,0,0,10,0,0,0,0,0,0,24,38,0,4,0,0,0,2,0,0,0,0,235,0,2,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,25,9,3,0,2,54,1,0,10,0,3,28,0,0,51,0,0,0,0,0,19,6,0,0,0,0,0,0,0,12,0,1,0
Tureby,4,0,0,15,0,30,0,17,0,0,58,10,58,0,4,0,27,29,0,0,0,2,3,0,0,0,0,50,19,0,0,0,9,0,0,132,18,9,312,4,0,4,0,42,0,2,3,0,17,0,133,1,0,27,163,0,46,131,0,37,0,0,42,6,0,425,1,26,0,0,0,0,0,0,3,1346,8,46,0,0,116,12,1650,69,1,0,102,0,0,0,0,0,0,35,69,0,0,0,16,0,7,0,170,0,17,10,0,0,34,0,76,0,0,0,0,0,435,9,0,0,198,1,34,9,17,20,7,141,0,0,15,4,134,0,0,13,5,3,0,0,6371,733,242,14550,357,0,1,0,0,21,0,59,0,56,0,53,0,10,0,23,0,6,151,11,226,1151,279,0,5,61,5694,0,26,0,8,0,0,9,0,0,0,0,0,0,0,26,835,0,0,7,0,30,0,0,30,0,0,0,0,73,0,0,0,8,4,0,0,1,29,0,0,73,0,1,116,64,4,0,0,15,7,4,0,0,4,0,0,68,0,0,0,0,0,86,0,17,1,0,0,0,0,16,0,0,0,0,261,0,0,50,3,4,4,0,13,0,68,0,0,0,54,35,0,11,27,0,0,0,16,0,21,0,3,0,161,0,0,1,3,0,0,0,1,11,0,11,151,0,14,0,56,15,0,3144,0,5,253,609
Tårnby,105,10,23,360,1,607,0,230,2,0,409,240,536,0,82,0,241,127,10,7,0,15310,90,0,0,0,0,99,607,0,0,6,275,0,1,1344,311,62,1710,56,0,39,3,329,4,167,47,747,337,9,132,102,7,267,509,4,90,22,0,198,2,0,1011,80,0,246,16,13,0,0,0,1,14,0,91,385,22,719,5,0,15285,3161,99,570,96,1,705,8,0,1,3,0,20,2228,74,0,37,4,198,81,1120,0,304,1,267,505,0,0,510,0,1207,1,0,40,0,12,736,96,8,0,74,148,84,399,46,231,62,97,0,0,136,42,2665,1,3,3042,141,1775,0,4,272847,899,63988,954,431,11,200,34,2,95,0,2,0,88,3,1216,0,464,80,137,128,953,1822,533,1094,2468,33,3,102,57,159086,0,3400,17,164,3,0,244,51,67,1,15,0,37,1,2188,3801,0,0,713,4,490,42,0,512,0,1,23,0,236,0,0,2,98,9,3,403,18,192,0,16,4741,13,1075,117,187,952,0,0,81,105,19,6,0,48,0,9,938,23,1,54,14,1,334,31,827,1,1,4,8,0,6,1,2,3,1,133,0,30,0,435,3,1,0,93,0,228067,0,0,0,14942,415,8,122,164,11,0,0,1127,35,121,0,49,1,653,33,14,187,18,5,0,4,73,188,0,42,546,0,122,0,21,235,0,445,4,115,184980,42175
Tølløse,22,0,0,83,0,2174,0,181,0,0,236,354,162,0,112,0,213,57,2,0,0,2685,8,4,0,0,0,63,389,0,0,0,326,0,0,730,130,108,1472,104,0,75,0,213,0,16,2,19,121,0,719,22,0,179,91,6,198,43,1,202,5,0,2803,31,0,48,10,1089,0,0,0,0,0,0,24,18,52,1125,0,0,1858,166,57,696,14,0,507,0,4,0,7,0,8,72971,4,0,5,0,233,13,23,0,386,0,519,19833,0,6,1593,0,10406,0,0,0,1,0,25,201,4,0,64,793,129,180,21,342,58,71,0,0,174,59,344,0,194,36,39,42,0,0,42139,64,2628,1038,42,10,31,4,0,5335,0,2002,0,9,0,881,0,127,17,82,1711,8,736,195,69,698,0,1,13,162,25447,0,1259,13,115,0,4,319,1,567,0,2,0,0,0,512,75116,0,0,9,1,423,13,0,2135,0,0,14,0,81,0,0,6,22,1,0,18,14,197,0,0,97,0,13,293,117,33,0,0,77,99,6,0,0,6,0,0,894,145,0,100,4,1,229,18,598,0,0,0,19,0,1,0,0,0,1,2906,0,3,436,0,0,1,0,28,0,200,0,0,0,12527,123,11,170,564,5,1,1,2,0,60,0,34,0,272,10,0,138,7,6,0,1,8044,125,0,8,19,0,143,0,13,29,0,521,3,26,1330,8064
Tønder,25,0,0,376,1,4,0,0,0,0,0,4,4,2,0,2,10,1,1,0,8,0,366,5,0,11354,3,0,19,0,1393,64,0,0,7,0,0,0,5,0,2803,0,0,5,0,997,0,6,1,0,0,131,4,7,2,1,0,0,0,4,0,2,1,0,19,0,0,0,10,2,0,211,3,0,0,0,0,0,13,0,2,12,0,1,25,0,11,0,4,0,1,0,6,10,0,0,9,60,0,63,0,0,0,0,1,0,1,127,2,0,12,0,0,0,0,12,0,0,1,93,0,0,1,13,0,0,0,0,0,0,1,0,0,0,0,2,268,60,0,1,250,4,10,0,2,1,4,2,0,5,0,0,0,0,22,2,0,0,48,1,0,0,0,53,21,40,0,0,0,1,18,0,236,50,17,11,4,0,28,0,846,1139,196,10,5,112,58,0,0,2,13,0,6,0,13,15,2,28,1,0,1,0,0,100,2,23,0,0,4,21570,0,45,0,0,4,0,6,4,0,4,0,2,0,1,3,0,0,0,0,0,16,0,0,1,0,0,16,10,9,0,0,10,0,42,0,4,0,0,4,3,0,0,284,0,0,936,0,0,4,0,88,0,1,0,0,88,35,0,0,222,147,0,0,6,1,8,39,0,0,0,0,0,0,0,3005,1,8,0,0,0,0,0,2,0,4,0,2,7
Tønder Nord,23,0,0,168,1,1,0,2,0,0,0,10,0,0,0,0,0,1,2,0,0,0,158,3,0,15538,7,0,1,0,1591,80,0,1,10,0,0,0,0,1,2438,0,0,0,0,1041,0,0,0,0,4,99,1,1,17,1,1,0,0,0,0,3,0,0,22,0,2,0,0,0,0,12,0,0,0,0,0,0,20,1,0,5,0,0,54,2,7,0,0,0,6,0,1,6,0,0,1,20,0,102,0,0,0,0,1,1,0,60,1,0,34,0,0,0,0,6,0,0,0,102,0,0,0,4,0,0,0,0,0,2,1,0,0,0,0,2,221,23,0,0,112,0,8,0,5,0,1,0,0,0,0,0,0,0,31,4,0,0,13,0,0,0,2,41,10,11,0,6,0,0,12,0,318,21,0,4,0,0,10,0,803,914,310,12,7,23,10,0,0,12,14,1,1,0,3,9,0,11,0,0,0,0,0,22,9,18,0,4,0,16620,0,25,2,0,0,0,14,3,0,0,4,0,0,0,4,0,0,0,0,0,9,3,0,0,1,0,0,13,0,0,0,0,2,9,0,0,0,0,4,1,1,292,0,0,0,0,40,0,22,0,113,0,0,0,7,32,0,0,0,139,412,0,0,0,0,11,5,0,0,1,0,0,0,0,2862,11,1,0,0,1,0,0,0,0,3,0,5,15
Udland via Helsingør-Helsingborg overfart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26450,157957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13854,0,0,0,0,0,0,0,165713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Udland via Padborg grænse,8570,0,0,50718,2,0,28,0,47,34,0,0,0,38,0,73,0,0,155,0,0,38,15,1,22,0,36,0,0,209,0,84,0,2,43,0,0,0,0,0,48,0,57,0,33,9074,0,0,0,0,0,7239,0,0,0,55,0,0,28,0,275,0,0,8,16,0,0,0,5,6,0,4,160,8,0,29,0,0,5,8,10,1247,60,0,2370,24,0,91,59,0,821,0,815,492,0,4,1717,57,0,33,280,0,0,143,0,59,0,0,0,0,828,28,0,0,0,253,0,0,0,0,0,74,0,0,0,158,0,0,16,15,0,0,3,38,35,1,17951,1393,57,22,346697,9,25,1,16,0,0,112,0,37,27,106,7,45,892,0,1,0,1182,0,18,86,0,1523,712,782,0,72,10,0,7,0,27214,0,0,0,1,0,1524,8,0,1127,210,117,22078,4882,2719,0,0,213,113,0,2607,53,0,3,4,1221,0,0,58,0,1,3071,613,567,67,0,0,0,0,1736,0,0,0,0,414,0,0,0,0,69,15,0,7,0,1,0,8,116,2369,0,0,0,1344,0,0,56,751,57,0,1830,41,0,59,93,3,6,13,93,28,0,0,0,0,0,0,2,216,26,36,0,354,0,0,0,0,0,97,379,77,0,0,89,0,1338,0,0,0,138,6,0,0,0,0,2595,757,64,0,23,0,0,0,14,51,0,370,373
Udland via Tønder grænse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0
Udland via Øresundsforbindelsen,186,108,2,104,0,35530,0,31603,0,0,13889,21766,40581,0,11973,0,28462,1036,0,0,40,278,1,46,0,0,1,9307,25481,0,0,1,25098,0,0,39175,26320,21305,46575,22750,0,5213,1,26536,0,9,3,588,24715,103,12836,50,0,28668,25565,0,5444,3037,0,18442,0,0,43582,43,0,16544,1,3109,0,0,40,0,0,0,5617,514,1752,523,0,0,51932,730,82,47857,311,0,70847,0,19,0,0,0,38,797,65,0,32,0,25759,2,708,0,18546,0,33023,283,0,0,31120,175,6333,0,0,0,33,40,22003,12781,42,0,5889,48,10653,20031,4849,133,12,11219,0,0,18439,1818,8237,1,3,1540,17,100,0,0,1976759,37320,2726233,28911,10205,3,12214,0,46,285,0,422,0,17,0,62953,0,9276,16,22440,51,446,62383,481,380,828,62,0,7,1370,316918,0,148,85,22927,107,0,14472,4,13,0,42,4,118,0,736,3279,0,0,757,4,24124,9,0,27713,40,0,145,0,36498,0,0,0,50,78,1,390,4427,22549,0,0,557,0,453,15729,23014,278,0,0,19450,14149,168,0,0,0,0,3,55940,15,4,42,47,0,33544,2,18108,0,0,0,0,0,15,0,0,2,2,887,0,83,254024,167,0,4,0,0,0,0,0,0,0,91870,13756,0,22176,23861,0,0,0,535,0,31,0,5991,0,8411,4,42,166,1764,42,0,1057,40,22964,0,4,199,0,20070,0,3127,29062,0,5257,0,11398,643646,249316
Uglev,8,0,0,106,0,0,0,4,0,32,0,0,0,0,0,16,4,0,7,1,1,0,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,63,1,3,0,0,0,0,0,0,16,10,0,0,28,0,0,0,0,0,2,23,31,0,0,0,0,3,0,0,0,4,0,0,78,0,33,5,0,3,2,0,26,19,0,0,428,0,0,14,0,354,0,64,1,0,340,0,0,0,3,3,0,21,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,11,0,0,0,31,0,44,1,0,0,1,27,0,4,0,12,0,0,122,0,1,19,0,0,0,4,0,10,0,8,4,0,0,0,1,1,0,0,0,0,1,4,10,10,0,0,0,0,0,26,0,0,0,0,2,44,28,11,0,0,0,4,0,9,10,0,0,0,38,0,0,0,0,0,19,133,4,0,0,0,0,12,20,2,0,0,0,0,0,0,0,0,0,0,11,3608,0,4,1,0,1,1,0,0,0,10,0,1,0,176,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,4,2,6,0,0,0,0,81,8,0,1,0,88,16,0,0,55,9,0,0,0,0,37,0,0,0,12,0,0,15,0,12,1,0,0
Ulfborg,30,0,0,163,0,0,0,1,1,22,0,0,0,3,1,0,0,1,3,1,37,0,57,1,0,1,0,0,0,2,2,5,0,468,0,0,0,1,2,0,7,0,0,0,9,152,0,0,0,0,0,16,2,1,0,0,0,0,1,0,23,9,0,0,0,0,0,0,1,10,30,1,6,1,0,0,0,0,1,196,4,1,0,0,334,10,1,3,0,6,1,0,14,3,0,0,20062,0,0,19,0,10,0,79,0,0,12,0,0,0,7,11,0,1359,0,17,1,0,8,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,1,15,2,0,0,36,0,1,4,1,1,0,13,1,0,442,0,1,0,2,7,1,0,6,0,0,0,4,2,1,4,0,0,0,1,0,0,17,2,0,0,0,0,11,0,7,2,1,0,5639,10,6,0,0,0,5,0,7,1,0,1,10,62,3,0,0,0,0,105,114,905,7,0,0,3,2,7,4,0,0,0,0,7,0,1,0,1,0,16,1687,2,0,0,0,0,5,0,0,2,1,0,25,0,49,2,1224,1,9,1,0,1,0,0,0,0,0,4,22,0,216,0,0,0,0,927,4,0,2,0,0,32,5,6,0,8,56,0,0,1919,0,81,5,0,0,17,33,0,0,1,0,1,1,0,0,0,0,0,0,0,31,0,2,2
Ulstrup,439,0,0,12336,0,1,2,4,14,4,4,0,0,0,2,0,1,0,3521,0,0,1,4,2,0,0,0,0,0,15,0,21,0,62,10,0,0,2,0,0,0,0,0,0,3,30,0,0,0,0,0,82,2,1,8,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,2,0,4098,2,0,0,0,0,46,0,0,2,0,0,17,0,1,2833,0,3,18,0,244,1,0,0,3048,5,0,344,0,12,0,3,0,0,1,0,0,0,5,16,0,43,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,10,0,0,151,6,6,2,0,0,0,3512,0,0,5,0,10,0,0,8,0,0,46,0,0,0,0,13,0,7,0,0,0,0,8,3,57,1,0,0,0,0,936,1,0,0,0,5,4,23,6,0,0,0,359,5,2,402,7,0,0,29,24,0,28,0,46,44,256,3,1,0,0,0,34,25,0,1,0,3,1,0,15,0,0,0,0,66,114,0,73,2,0,0,3,2,12,0,1,0,40,0,8,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,927,0,0,0,5,0,0,3,0,0,0,8,251,0,0,0,0,4325,30,0,0,12,32,0,0,0,0,15,0,0,0,0,0,0,4,1,5,0,2,0
